state,action,reward,sprime,aprime
31,3,24,3,15
15,3,0,0,15
15,0,0,0,15
15,0,0,0,15
15,0,0,0,15
15,0,24,2,31
31,2,56,3,63
63,3,56,1,31
31,1,8,3,15
15,3,0,3,15
15,3,0,3,15
15,3,0,3,15
15,3,0,3,15
15,3,0,2,15
15,2,0,3,15
15,3,0,0,15
15,0,0,3,15
15,3,0,0,15
15,0,0,3,15
15,3,0,3,15
15,3,0,3,15
15,3,0,3,15
15,3,0,2,15
15,2,22,0,14
14,0,3,0,14
14,0,0,3,15
15,3,0,3,15
15,3,0,3,15
15,3,0,3,15
15,3,0,3,15
15,3,10,0,7
7,0,27,3,7
7,3,1,2,7
7,2,18,2,7
7,2,2,1,7
7,1,0,1,15
15,1,48,2,7
7,2,0,2,7
7,2,1,1,7
7,1,1,2,15
15,2,0,2,7
7,2,0,2,15
15,2,24,1,31
31,1,16,2,15
15,2,48,3,15
15,3,0,3,15
15,3,0,3,15
15,3,0,3,15
15,3,47,1,1
1,1,69,1,1
1,1,24,3,1
1,3,15,3,1
1,3,84,3,0
0,3,128,1,0
0,1,96,0,0
0,0,4,0,0
0,0,108,0,0
0,0,128,0,0
0,0,108,0,0
0,0,123,0,4
4,0,56,0,6
6,0,64,2,6
6,2,43,2,14
14,2,3,2,14
14,2,1,2,14
14,2,1,2,14
14,2,1,1,14
14,1,2,2,14
14,2,2,2,14
14,2,0,2,14
14,2,2,0,12
12,0,17,1,8
8,1,63,1,8
8,1,15,1,12
12,1,0,1,12
12,1,0,0,12
12,0,5,2,14
14,2,14,2,15
15,2,5,2,14
14,2,2,0,12
12,0,6,2,14
14,2,19,2,14
14,2,4,3,14
14,3,11,2,14
14,2,19,2,14
14,2,11,2,8
8,2,6,1,8
8,1,0,1,8
8,1,14,1,8
8,1,3,1,8
8,1,3,1,8
8,1,1,0,12
12,0,14,2,12
12,2,42,0,12
12,0,26,0,12
12,0,60,3,12
12,3,33,2,14
14,2,26,3,10
10,3,30,1,8
8,1,63,1,8
8,1,28,0,12
12,0,10,0,12
12,0,54,0,12
12,0,62,0,12
12,0,33,2,14
14,2,24,2,14
14,2,5,2,14
14,2,2,2,14
14,2,1,2,14
14,2,1,2,14
14,2,2,0,12
12,0,13,1,8
8,1,53,0,12
12,0,16,0,12
12,0,56,3,12
12,3,16,1,44
44,1,60,0,12
12,0,1,2,14
14,2,12,1,46
46,1,48,1,46
46,1,32,2,14
14,2,5,2,46
46,2,49,3,46
46,3,10,2,14
14,2,31,0,12
12,0,4,0,12
12,0,50,0,12
12,0,54,3,44
44,3,10,3,44
44,3,94,0,12
12,0,34,0,12
12,0,36,0,12
12,0,58,2,44
44,2,8,0,44
44,0,38,0,44
44,0,2,2,44
44,2,10,2,44
44,2,46,2,44
44,2,37,1,8
8,1,0,1,8
8,1,6,1,8
8,1,21,0,44
44,0,40,2,44
44,2,6,3,44
44,3,64,3,44
44,3,66,1,12
12,1,61,1,8
8,1,19,0,12
12,0,12,0,12
12,0,45,0,12
12,0,4,0,46
46,0,24,0,46
46,0,26,0,46
46,0,27,3,46
46,3,29,1,46
46,1,50,0,12
12,0,3,1,14
14,1,5,2,62
62,2,52,2,62
62,2,59,2,46
46,2,46,3,44
44,3,58,2,12
12,2,40,2,12
12,2,4,2,12
12,2,6,2,8
8,2,0,1,8
8,1,3,3,8
8,3,24,2,8
8,2,60,0,8
8,0,0,0,8
8,0,81,3,8
8,3,57,0,8
8,0,9,0,8
8,0,78,0,8
8,0,75,0,8
8,0,90,0,8
8,0,82,0,4
4,0,56,1,6
6,1,48,2,6
6,2,10,2,6
6,2,4,2,6
6,2,2,2,14
14,2,2,2,14
14,2,2,3,14
14,3,14,0,12
12,0,32,2,12
12,2,38,2,12
12,2,2,0,8
8,0,21,0,8
8,0,72,0,8
8,0,90,0,8
8,0,90,0,8
8,0,81,0,8
8,0,90,0,8
8,0,93,0,8
8,0,34,1,14
14,1,24,2,14
14,2,4,3,14
14,3,2,3,14
14,3,30,3,14
14,3,53,0,8
8,0,57,3,8
8,3,15,0,8
8,0,39,0,8
8,0,69,0,8
8,0,96,0,8
8,0,73,3,10
10,3,16,3,14
14,3,23,3,14
14,3,79,1,8
8,1,84,0,8
8,0,15,0,8
8,0,75,0,8
8,0,90,0,8
8,0,93,1,8
8,1,33,3,14
14,3,2,3,14
14,3,57,2,8
8,2,72,0,8
8,0,0,0,8
8,0,87,0,8
8,0,75,0,8
8,0,66,3,10
10,3,25,3,14
14,3,39,2,2
2,2,73,3,10
10,3,39,2,8
8,2,66,0,8
8,0,12,0,8
8,0,87,0,8
8,0,78,0,8
8,0,77,3,10
10,3,22,3,14
14,3,41,2,6
6,2,84,0,8
8,0,6,0,8
8,0,69,0,8
8,0,87,0,8
8,0,78,3,14
14,3,18,3,14
14,3,48,1,6
6,1,89,0,8
8,0,3,0,8
8,0,84,0,8
8,0,75,0,8
8,0,41,3,14
14,3,17,3,14
14,3,17,3,14
14,3,50,0,8
8,0,57,0,8
8,0,66,0,8
8,0,85,3,10
10,3,21,3,14
14,3,20,3,14
14,3,86,0,8
8,0,66,0,8
8,0,66,0,8
8,0,90,0,8
8,0,93,0,8
8,0,68,3,10
10,3,18,3,14
14,3,24,1,14
14,1,51,0,8
8,0,3,0,8
8,0,81,0,8
8,0,59,3,14
14,3,17,0,14
14,0,12,0,14
14,0,22,3,14
14,3,17,3,14
14,3,19,3,14
14,3,44,2,10
10,2,85,0,8
8,0,12,0,8
8,0,84,0,8
8,0,48,3,14
14,3,18,3,14
14,3,22,3,14
14,3,62,2,6
6,2,81,3,8
8,3,45,0,8
8,0,51,1,8
8,1,63,0,8
8,0,27,0,8
8,0,90,0,8
8,0,78,0,8
8,0,93,0,8
8,0,82,3,14
14,3,18,3,14
14,3,21,0,14
14,0,35,0,8
8,0,63,0,8
8,0,68,3,14
14,3,15,3,14
14,3,27,3,10
10,3,88,0,8
8,0,54,0,8
8,0,66,0,8
8,0,93,0,8
8,0,88,3,10
10,3,17,3,14
14,3,21,3,14
14,3,78,0,8
8,0,60,0,8
8,0,63,0,8
8,0,93,0,8
8,0,62,1,14
14,1,24,3,14
14,3,0,3,14
14,3,46,3,10
10,3,84,0,8
8,0,57,0,8
8,0,54,0,8
8,0,87,3,10
10,3,36,3,10
10,3,38,3,10
10,3,85,0,8
8,0,63,0,8
8,0,57,0,8
8,0,85,3,10
10,3,36,3,10
10,3,36,2,10
10,2,57,0,8
8,0,12,0,8
8,0,69,0,10
10,0,35,3,14
14,3,19,3,14
14,3,23,2,14
14,2,29,3,14
14,3,13,2,12
12,2,66,0,8
8,0,18,0,8
8,0,72,0,8
8,0,59,2,6
6,2,48,2,6
6,2,7,3,14
14,3,10,2,12
12,2,38,2,12
12,2,6,0,12
12,0,18,0,8
8,0,72,0,8
8,0,81,0,8
8,0,64,2,12
12,2,4,0,44
44,0,40,0,44
44,0,24,3,46
46,3,41,3,46
46,3,83,3,10
10,3,88,0,8
8,0,54,0,8
8,0,51,0,8
8,0,102,0,8
8,0,5,1,46
46,1,37,1,47
47,1,56,1,47
47,1,47,1,47
47,1,56,0,47
47,0,56,0,47
47,0,48,1,63
63,1,56,2,63
63,2,52,2,39
39,2,48,2,47
47,2,56,2,47
47,2,56,2,47
47,2,48,2,47
47,2,48,3,14
14,3,6,3,14
14,3,25,3,14
14,3,77,0,8
8,0,60,0,8
8,0,69,0,8
8,0,93,0,8
8,0,84,3,10
10,3,22,3,14
14,3,19,0,14
14,0,47,0,8
8,0,48,0,8
8,0,87,0,8
8,0,67,3,10
10,3,22,3,14
14,3,30,3,10
10,3,75,0,8
8,0,57,2,8
8,2,57,1,8
8,1,3,0,8
8,0,30,0,8
8,0,84,0,8
8,0,75,0,8
8,0,74,3,10
10,3,27,3,14
14,3,52,2,2
2,2,85,0,8
8,0,15,0,8
8,0,75,0,8
8,0,90,0,8
8,0,74,3,10
10,3,27,3,14
14,3,46,2,2
2,2,85,0,8
8,0,6,0,8
8,0,84,0,8
8,0,90,0,8
8,0,58,3,10
10,3,21,3,14
14,3,48,2,2
2,2,75,3,8
8,3,36,0,8
8,0,51,0,8
8,0,75,0,8
8,0,90,0,8
8,0,78,0,8
8,0,82,3,10
10,3,21,3,14
14,3,27,3,10
10,3,94,0,8
8,0,54,0,8
8,0,69,0,8
8,0,90,0,8
8,0,93,0,8
8,0,43,3,14
14,3,17,3,14
14,3,26,3,14
14,3,59,0,8
8,0,54,0,8
8,0,78,0,8
8,0,78,0,8
8,0,84,3,10
10,3,17,3,14
14,3,16,3,14
14,3,75,0,8
8,0,57,0,8
8,0,66,0,8
8,0,87,0,8
8,0,93,0,8
8,0,30,2,14
14,2,23,3,14
14,3,4,3,14
14,3,24,3,14
14,3,54,0,8
8,0,51,0,8
8,0,66,0,8
8,0,87,0,8
8,0,53,3,14
14,3,17,3,14
14,3,19,3,14
14,3,60,0,8
8,0,63,0,8
8,0,69,0,8
8,0,75,1,8
8,1,62,3,14
14,3,1,1,14
14,1,35,2,8
8,2,18,0,8
8,0,18,0,8
8,0,75,0,8
8,0,45,3,14
14,3,17,3,14
14,3,20,3,14
14,3,57,0,8
8,0,63,0,8
8,0,69,0,8
8,0,90,3,8
8,3,51,3,14
14,3,34,0,8
8,0,68,0,8
8,0,75,0,8
8,0,78,0,8
8,0,56,3,14
14,3,18,3,14
14,3,17,3,14
14,3,71,0,8
8,0,51,0,8
8,0,63,0,8
8,0,87,0,8
8,0,48,3,14
14,3,17,3,14
14,3,24,0,14
14,0,42,0,8
8,0,66,0,8
8,0,73,1,14
14,1,23,3,14
14,3,2,3,14
14,3,49,3,10
10,3,69,0,8
8,0,57,0,8
8,0,66,0,8
8,0,75,3,10
10,3,32,3,10
10,3,50,3,10
10,3,74,0,8
8,0,60,0,8
8,0,66,0,8
8,0,82,3,10
10,3,36,3,10
10,3,46,3,10
10,3,72,0,8
8,0,66,0,8
8,0,69,0,8
8,0,82,3,10
10,3,36,3,14
14,3,46,3,10
10,3,73,0,8
8,0,63,0,8
8,0,63,0,8
8,0,85,3,10
10,3,36,3,14
14,3,41,3,10
10,3,80,0,8
8,0,66,2,8
8,2,45,0,8
8,0,27,0,8
8,0,84,0,8
8,0,51,3,14
14,3,23,3,14
14,3,21,3,14
14,3,56,2,6
6,2,72,0,8
8,0,12,0,8
8,0,72,0,8
8,0,90,0,8
8,0,77,3,14
14,3,18,3,14
14,3,24,3,14
14,3,80,0,8
8,0,60,0,8
8,0,72,0,8
8,0,90,0,8
8,0,78,0,8
8,0,93,0,8
8,0,35,3,14
14,3,17,3,14
14,3,22,3,14
14,3,32,3,14
14,3,73,0,8
8,0,57,0,8
8,0,84,0,8
8,0,75,0,8
8,0,93,0,8
8,0,60,3,14
14,3,18,3,14
14,3,21,3,14
14,3,50,0,8
8,0,57,0,8
8,0,60,0,8
8,0,93,0,8
8,0,35,1,14
14,1,24,3,14
14,3,4,3,14
14,3,24,3,14
14,3,62,0,8
8,0,60,0,8
8,0,51,0,8
8,0,70,3,14
14,3,19,3,14
14,3,16,3,14
14,3,63,0,8
8,0,63,0,8
8,0,54,0,8
8,0,73,3,10
10,3,19,3,14
14,3,18,3,14
14,3,70,0,8
8,0,63,0,8
8,0,51,0,8
8,0,80,3,10
10,3,20,2,14
14,2,14,3,14
14,3,10,3,14
14,3,48,0,8
8,0,57,0,8
8,0,81,0,8
8,0,75,0,8
8,0,65,3,14
14,3,17,3,14
14,3,18,3,14
14,3,69,0,8
8,0,57,0,8
8,0,57,0,8
8,0,93,0,8
8,0,27,3,14
14,3,17,3,14
14,3,25,2,14
14,2,30,0,8
8,0,6,0,8
8,0,84,0,8
8,0,39,3,14
14,3,17,3,14
14,3,26,3,14
14,3,58,0,8
8,0,54,0,8
8,0,78,0,8
8,0,78,0,8
8,0,31,3,14
14,3,17,3,14
14,3,20,3,14
14,3,43,0,8
8,0,57,0,8
8,0,57,0,8
8,0,75,3,14
14,3,19,3,14
14,3,20,3,14
14,3,65,0,8
8,0,63,0,8
8,0,66,0,8
8,0,93,0,8
8,0,46,3,14
14,3,19,3,14
14,3,21,3,14
14,3,61,0,8
8,0,57,0,8
8,0,69,0,8
8,0,87,0,8
8,0,49,3,14
14,3,18,3,14
14,3,25,3,14
14,3,56,0,8
8,0,57,0,8
8,0,66,0,8
8,0,90,0,8
8,0,56,3,14
14,3,18,3,14
14,3,19,3,14
14,3,64,0,8
8,0,60,0,8
8,0,69,0,8
8,0,90,0,8
8,0,39,3,14
14,3,18,3,14
14,3,25,3,14
14,3,56,0,8
8,0,54,0,8
8,0,75,0,8
8,0,78,0,8
8,0,39,3,14
14,3,17,3,14
14,3,17,3,14
14,3,55,0,8
8,0,54,0,8
8,0,66,0,8
8,0,87,0,8
8,0,45,0,14
14,0,27,3,14
14,3,17,3,14
14,3,26,3,14
14,3,28,3,14
14,3,79,0,8
8,0,51,0,8
8,0,69,0,8
8,0,90,0,8
8,0,64,3,14
14,3,18,3,14
14,3,19,3,14
14,3,64,0,8
8,0,60,0,8
8,0,66,0,8
8,0,90,0,8
8,0,44,3,14
14,3,18,3,14
14,3,18,3,14
14,3,64,0,8
8,0,54,0,8
8,0,63,0,8
8,0,90,0,8
8,0,56,3,14
14,3,18,3,14
14,3,20,3,14
14,3,61,0,8
8,0,60,0,8
8,0,72,0,8
8,0,90,0,8
8,0,49,3,14
14,3,18,3,14
14,3,25,3,14
14,3,66,0,8
8,0,57,0,8
8,0,75,0,8
8,0,78,0,8
8,0,56,3,14
14,3,18,3,14
14,3,17,3,14
14,3,64,0,8
8,0,57,0,8
8,0,63,0,8
8,0,90,0,8
8,0,46,3,14
14,3,18,3,14
14,3,21,3,14
14,3,53,0,8
8,0,60,0,8
8,0,69,0,8
8,0,90,0,8
8,0,37,3,14
14,3,17,3,14
14,3,23,3,14
14,3,49,0,8
8,0,54,0,8
8,0,78,0,8
8,0,75,0,8
8,0,46,3,14
14,3,18,3,14
14,3,22,3,14
14,3,53,0,8
8,0,57,0,8
8,0,72,0,8
8,0,90,0,8
8,0,34,3,14
14,3,17,3,14
14,3,26,3,14
14,3,58,0,8
8,0,54,0,8
8,0,78,0,8
8,0,78,0,8
8,0,39,3,14
14,3,17,3,14
14,3,20,3,14
14,3,51,0,8
8,0,57,2,8
8,2,57,0,8
8,0,30,0,8
8,0,84,0,8
8,0,43,3,14
14,3,16,3,14
14,3,36,0,12
12,0,50,0,8
8,0,75,0,8
8,0,84,0,8
8,0,74,0,12
12,0,47,3,14
14,3,18,3,14
14,3,20,3,14
14,3,50,0,8
8,0,63,0,8
8,0,69,0,8
8,0,90,0,8
8,0,77,0,12
12,0,35,3,14
14,3,19,3,14
14,3,20,3,14
14,3,42,0,8
8,0,66,0,8
8,0,66,0,8
8,0,87,0,8
8,0,35,3,14
14,3,18,3,14
14,3,19,3,14
14,3,36,3,10
10,3,87,0,8
8,0,69,0,8
8,0,60,0,8
8,0,78,0,8
8,0,80,3,14
14,3,18,3,14
14,3,20,3,14
14,3,74,0,8
8,0,63,0,8
8,0,66,0,8
8,0,90,0,8
8,0,59,3,14
14,3,18,3,14
14,3,21,3,14
14,3,50,0,8
8,0,75,0,8
8,0,69,0,8
8,0,78,0,8
8,0,60,3,14
14,3,18,3,14
14,3,19,1,14
14,1,52,0,8
8,0,15,0,8
8,0,72,0,8
8,0,60,3,14
14,3,17,3,14
14,3,20,3,14
14,3,54,0,8
8,0,63,0,8
8,0,57,0,8
8,0,82,3,10
10,3,18,3,14
14,3,21,3,14
14,3,74,0,8
8,0,60,0,8
8,0,54,3,8
8,3,58,3,10
10,3,65,0,8
8,0,54,0,8
8,0,51,0,8
8,0,96,0,8
8,0,50,3,14
14,3,18,3,14
14,3,23,3,14
14,3,59,0,8
8,0,54,0,8
8,0,69,0,8
8,0,72,3,10
10,3,22,3,14
14,3,28,3,10
10,3,75,0,8
8,0,66,0,8
8,0,66,0,8
8,0,82,3,10
10,3,27,3,14
14,3,20,3,10
10,3,92,0,8
8,0,60,0,8
8,0,54,0,8
8,0,94,3,10
10,3,26,3,14
14,3,25,3,10
10,3,84,0,8
8,0,63,0,8
8,0,57,1,8
8,1,75,0,8
8,0,28,3,10
10,3,34,3,10
10,3,46,2,10
10,2,72,0,8
8,0,3,0,8
8,0,78,0,8
8,0,62,3,14
14,3,18,3,14
14,3,17,3,14
14,3,68,0,8
8,0,60,0,8
8,0,51,0,8
8,0,83,3,10
10,3,19,3,14
14,3,17,3,14
14,3,73,0,8
8,0,63,0,8
8,0,54,0,8
8,0,82,3,10
10,3,23,3,14
14,3,18,3,14
14,3,81,0,8
8,0,63,0,8
8,0,54,0,8
8,0,90,3,10
10,3,28,3,14
14,3,24,3,10
10,3,85,0,8
8,0,60,0,8
8,0,60,0,8
8,0,92,3,10
10,3,33,3,14
14,3,29,3,10
10,3,72,0,8
8,0,66,0,8
8,0,66,0,8
8,0,82,3,10
10,3,27,3,14
14,3,32,0,10
10,0,45,0,8
8,0,60,0,8
8,0,85,3,10
10,3,31,3,14
14,3,21,3,10
10,3,87,0,8
8,0,66,0,8
8,0,54,0,8
8,0,99,0,8
8,0,45,3,14
14,3,18,3,14
14,3,24,3,14
14,3,52,0,8
8,0,57,0,8
8,0,54,0,8
8,0,80,3,10
10,3,18,3,14
14,3,25,3,14
14,3,70,0,8
8,0,57,0,8
8,0,54,0,8
8,0,83,3,10
10,3,24,3,14
14,3,16,3,14
14,3,78,0,8
8,0,63,0,8
8,0,57,0,8
8,0,82,3,10
10,3,21,3,14
14,3,17,3,14
14,3,80,0,8
8,0,63,0,8
8,0,51,0,8
8,0,90,3,10
10,3,27,3,14
14,3,25,3,10
10,3,83,1,8
8,1,78,0,8
8,0,0,0,8
8,0,78,0,8
8,0,96,0,8
8,0,14,0,46
46,0,25,0,46
46,0,52,3,47
47,3,48,3,47
47,3,65,3,14
14,3,72,0,8
8,0,54,0,8
8,0,51,0,8
8,0,84,3,14
14,3,3,2,46
46,2,46,3,14
14,3,18,3,10
10,3,61,0,8
8,0,57,0,8
8,0,66,2,8
8,2,69,0,8
8,0,39,0,8
8,0,56,3,10
10,3,15,3,14
14,3,44,0,8
8,0,51,0,8
8,0,72,0,8
8,0,87,0,8
8,0,65,3,10
10,3,26,3,14
14,3,41,3,10
10,3,81,0,8
8,0,54,0,8
8,0,78,0,8
8,0,78,0,8
8,0,90,0,8
8,0,61,3,14
14,3,18,3,14
14,3,26,2,6
6,2,49,0,8
8,0,3,0,8
8,0,84,0,8
8,0,45,3,14
14,3,18,3,14
14,3,22,3,14
14,3,45,0,8
8,0,60,2,8
8,2,33,0,8
8,0,27,0,8
8,0,78,0,8
8,0,93,0,8
8,0,93,0,8
8,0,78,0,8
8,0,56,3,14
14,3,18,3,14
14,3,41,2,6
6,2,72,0,8
8,0,12,0,8
8,0,72,0,8
8,0,86,0,12
12,0,52,0,12
12,0,46,2,6
6,2,48,2,6
6,2,15,3,14
14,3,8,3,14
14,3,34,3,14
14,3,66,0,4
4,0,75,0,0
0,0,112,0,0
0,0,75,0,12
12,0,47,0,12
12,0,30,3,14
14,3,18,3,14
14,3,35,2,6
6,2,43,0,12
12,0,5,0,12
12,0,50,0,12
12,0,66,0,12
12,0,26,3,14
14,3,17,3,14
14,3,25,3,14
14,3,31,0,12
12,0,42,0,12
12,0,36,0,12
12,0,37,3,14
14,3,18,3,14
14,3,20,3,14
14,3,31,3,14
14,3,52,0,12
12,0,36,0,12
12,0,34,0,12
12,0,42,3,14
14,3,30,3,14
14,3,25,0,12
12,0,27,0,12
12,0,23,3,14
14,3,28,3,14
14,3,45,3,14
14,3,26,3,14
14,3,64,0,12
12,0,56,0,0
0,0,54,0,8
8,0,66,0,12
12,0,64,0,12
12,0,54,0,12
12,0,40,3,14
14,3,16,3,14
14,3,21,3,14
14,3,35,0,12
12,0,36,0,12
12,0,30,0,12
12,0,47,3,14
14,3,18,3,14
14,3,19,3,14
14,3,35,0,12
12,0,38,0,12
12,0,32,0,12
12,0,56,3,14
14,3,19,3,14
14,3,20,3,14
14,3,44,0,12
12,0,38,0,12
12,0,30,0,12
12,0,66,0,12
12,0,28,3,14
14,3,18,3,14
14,3,26,3,14
14,3,27,3,14
14,3,64,0,12
12,0,38,0,12
12,0,32,0,12
12,0,68,0,12
12,0,47,3,14
14,3,18,3,14
14,3,20,3,14
14,3,39,0,12
12,0,40,0,12
12,0,32,0,12
12,0,57,3,14
14,3,19,3,14
14,3,20,3,14
14,3,44,0,12
12,0,38,0,12
12,0,30,0,12
12,0,68,0,12
12,0,28,3,14
14,3,17,3,14
14,3,25,3,14
14,3,32,0,12
12,0,40,0,12
12,0,40,0,12
12,0,44,3,14
14,3,19,3,14
14,3,22,2,14
14,2,28,0,12
12,0,4,0,12
12,0,58,0,12
12,0,52,0,12
12,0,62,0,12
12,0,62,0,12
12,0,43,0,12
12,0,57,0,12
12,0,9,2,15
15,2,0,2,15
15,2,0,1,15
15,1,1,3,14
14,3,11,3,14
14,3,29,3,14
14,3,27,3,14
14,3,51,3,14
14,3,62,0,12
12,0,38,0,12
12,0,48,0,12
12,0,60,0,12
12,0,52,0,12
12,0,62,0,12
12,0,47,3,14
14,3,19,3,14
14,3,21,3,14
14,3,52,0,12
12,0,40,0,12
12,0,48,0,12
12,0,60,0,12
12,0,52,0,12
12,0,38,3,14
14,3,18,3,14
14,3,22,3,14
14,3,52,0,12
12,0,38,0,12
12,0,50,0,12
12,0,58,0,12
12,0,52,0,12
12,0,44,3,14
14,3,17,3,14
14,3,17,3,14
14,3,50,0,12
12,0,36,0,12
12,0,44,0,12
12,0,60,0,12
12,0,54,3,10
10,3,21,3,14
14,3,19,3,14
14,3,59,0,12
12,0,40,0,12
12,0,48,0,12
12,0,60,0,12
12,0,52,0,12
12,0,56,3,10
10,3,21,3,14
14,3,18,3,14
14,3,63,0,12
12,0,38,0,12
12,0,44,0,12
12,0,60,0,12
12,0,60,0,12
12,0,31,3,14
14,3,17,3,14
14,3,25,3,14
14,3,52,0,12
12,0,38,0,12
12,0,54,0,12
12,0,52,0,12
12,0,60,3,10
10,3,21,3,14
14,3,26,3,10
10,3,67,0,12
12,0,40,0,12
12,0,48,0,12
12,0,60,1,12
12,1,46,0,12
12,0,7,3,14
14,3,15,3,14
14,3,22,3,14
14,3,66,0,12
12,0,38,0,12
12,0,46,0,12
12,0,60,0,12
12,0,51,3,14
14,3,30,3,14
14,3,30,0,12
12,0,29,0,12
12,0,42,0,12
12,0,58,0,12
12,0,47,3,14
14,3,18,3,14
14,3,17,3,14
14,3,50,0,12
12,0,40,0,12
12,0,46,0,12
12,0,58,0,12
12,0,43,0,12
12,0,40,3,14
14,3,9,1,15
15,1,6,0,7
7,0,1,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,7
7,1,0,0,7
7,0,4,0,7
7,0,27,0,7
7,0,26,0,7
7,0,31,0,7
7,0,30,0,7
7,0,13,1,15
15,1,0,1,15
15,1,1,0,7
7,0,3,0,7
7,0,22,0,7
7,0,32,0,7
7,0,26,0,7
7,0,9,1,15
15,1,48,3,63
63,3,51,1,55
55,1,42,0,7
7,0,3,0,7
7,0,16,0,55
55,0,38,0,55
55,0,48,3,55
55,3,38,3,55
55,3,34,0,7
7,0,17,1,7
7,1,14,1,7
7,1,8,1,7
7,1,3,1,7
7,1,1,2,3
3,2,0,2,3
3,2,4,0,3
3,0,6,1,7
7,1,4,0,23
23,0,42,0,23
23,0,35,1,23
23,1,35,1,23
23,1,46,3,19
19,3,60,3,19
19,3,66,2,3
3,2,31,2,11
11,2,6,2,15
15,2,2,0,7
7,0,4,0,7
7,0,25,0,7
7,0,18,2,55
55,2,26,2,55
55,2,52,1,55
55,1,55,2,55
55,2,43,2,7
7,2,0,2,7
7,2,1,0,15
15,0,0,0,15
15,0,48,3,47
47,3,56,3,47
47,3,24,1,15
15,1,0,1,15
15,1,0,1,15
15,1,1,3,7
7,3,7,3,7
7,3,27,3,7
7,3,29,0,7
7,0,17,0,7
7,0,25,1,7
7,1,23,0,7
7,0,14,1,7
7,1,22,0,7
7,0,8,1,7
7,1,20,1,7
7,1,1,1,3
3,1,6,1,3
3,1,3,3,9
9,3,10,3,9
9,3,49,0,11
11,0,9,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,3,14
14,3,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,15
15,1,24,1,47
47,1,56,1,47
47,1,56,2,47
47,2,48,2,47
47,2,48,2,15
15,2,0,2,15
15,2,0,2,15
15,2,0,2,15
15,2,0,2,15
15,2,0,2,15
15,2,0,2,15
15,2,0,2,15
15,2,0,2,15
15,2,0,2,15
15,2,0,2,15
15,2,0,2,15
15,2,0,3,14
