state,action,reward,sprime,aprime,state,action,reward,sprime,aprime,state,action,reward,sprime,aprime,state,action,reward,sprime,aprime,state,action,reward,sprime,aprime,state,action,reward,sprime,aprime,state,action,reward,sprime,aprime,state,action,reward,sprime,aprime
8,0,9,0,8,8,0,84,0,8,3,1,42,1,3,15,1,0,2,7,8,0,81,0,8,6,0,48,0,6,15,1,0,1,15,1,0,9,0,1
8,0,78,0,8,8,0,78,0,8,3,1,4,1,3,7,2,1,2,7,8,0,90,0,8,6,0,46,1,7,15,1,0,1,15,1,0,76,1,3
8,0,90,0,8,8,0,90,0,8,3,1,0,0,1,7,2,3,1,15,8,0,65,2,12,7,1,24,1,7,15,1,0,1,15,3,1,46,1,3
8,0,78,0,8,8,0,93,0,8,1,0,12,0,1,15,1,0,1,15,12,2,26,2,14,7,1,5,1,7,15,1,0,1,15,3,1,4,1,3
8,0,86,0,10,8,0,81,0,8,1,0,87,0,1,15,1,0,1,15,14,2,3,2,14,7,1,1,1,7,15,1,0,1,15,3,1,3,2,2
10,0,44,2,14,8,0,93,0,8,1,0,78,0,1,15,1,0,1,7,14,2,1,2,14,7,1,2,1,7,15,1,0,1,15,2,2,0,0,1
14,2,22,2,14,8,0,86,2,12,1,0,86,3,5,7,1,1,2,7,14,2,4,2,12,7,1,1,2,3,15,1,0,1,15,1,0,19,1,3
14,2,4,0,14,12,2,24,0,14,5,3,17,0,7,7,2,0,0,7,12,2,3,0,8,3,2,2,0,3,15,1,0,0,15,3,1,40,0,3
14,0,8,2,14,14,0,19,2,14,7,0,19,0,6,7,0,11,1,7,8,0,18,0,8,3,0,13,1,7,15,0,0,1,15,3,0,8,1,3
14,2,20,2,14,14,2,35,0,6,6,0,25,1,7,7,1,29,0,55,8,0,78,0,8,7,1,19,1,7,15,1,0,1,15,3,1,40,1,3
14,2,4,2,14,6,0,8,0,38,7,1,22,1,7,55,0,45,2,54,8,0,81,0,8,7,1,12,2,3,15,1,48,3,31,3,1,6,0,1
14,2,1,2,14,38,0,16,3,54,7,1,2,1,7,54,2,8,2,54,8,0,93,0,8,3,2,4,2,3,31,3,8,3,15,1,0,12,0,1
14,2,2,2,14,54,3,18,3,54,7,1,1,1,7,54,2,41,3,39,8,0,96,0,8,3,2,2,2,3,15,3,0,3,15,1,0,69,0,1
14,2,0,2,12,54,3,62,0,6,7,1,3,1,3,39,3,61,3,39,8,0,78,0,8,3,2,0,1,7,15,3,0,3,15,1,0,96,0,1
12,2,2,0,8,6,0,32,0,6,3,1,2,1,3,39,3,32,2,7,8,0,62,2,12,7,1,2,1,7,15,3,0,3,15,1,0,81,0,1
8,0,12,2,8,6,0,46,2,6,3,1,2,2,1,7,2,28,2,5,12,2,50,2,10,7,1,0,2,7,15,3,0,2,15,1,0,89,2,5
8,2,45,1,8,6,2,48,1,6,1,2,3,1,1,5,2,10,1,5,10,2,10,1,10,7,2,2,1,3,15,2,0,1,15,5,2,33,1,7
8,1,6,0,8,6,1,49,2,46,1,1,3,0,1,5,1,2,3,1,10,1,6,2,12,3,1,0,1,7,15,1,0,3,15,7,1,6,0,5
8,0,18,0,8,46,2,19,0,6,1,0,24,0,1,1,3,30,0,1,12,2,0,0,10,7,1,0,0,3,15,3,0,0,15,5,0,22,0,5
8,0,84,0,8,6,0,3,2,14,1,0,66,0,1,1,0,42,2,1,10,0,8,2,12,3,0,12,2,3,15,0,0,3,15,5,0,26,3,7
8,0,93,0,8,14,2,30,0,62,1,0,90,0,1,1,2,39,2,1,12,2,33,2,14,3,2,26,1,7,15,3,0,3,15,7,3,20,1,31
8,0,78,0,8,62,0,48,2,46,1,0,93,0,1,1,2,24,2,1,14,2,2,2,12,7,1,3,1,7,15,3,0,3,15,31,1,28,3,7
8,0,93,0,8,46,2,31,3,62,1,0,74,3,5,1,2,2,2,3,12,2,0,2,12,7,1,1,1,7,15,3,0,3,15,7,3,12,3,7
8,0,90,0,8,62,3,62,2,44,5,3,32,3,5,3,2,0,2,2,12,2,0,0,0,7,1,1,1,7,15,3,0,3,15,7,3,25,3,7
8,0,81,0,8,44,2,40,2,12,5,3,66,0,4,2,2,0,2,6,0,0,18,0,8,7,1,0,1,7,15,3,0,3,15,7,3,37,1,3
8,0,48,2,14,12,2,2,2,12,4,0,70,0,1,6,2,2,2,6,8,0,66,0,8,7,1,2,2,3,15,3,0,3,15,3,1,81,0,1
14,2,22,2,14,12,2,2,2,12,1,0,69,0,1,6,2,0,2,6,8,0,75,2,12,3,2,2,2,3,15,3,22,1,7,1,0,3,0,1
14,2,6,2,14,12,2,0,0,8,1,0,90,0,1,6,2,0,2,4,12,2,52,2,12,3,2,0,2,3,7,1,17,1,7,1,0,87,0,1
14,2,1,2,14,8,0,15,0,8,1,0,65,3,5,4,2,3,2,4,12,2,4,2,12,3,2,0,1,7,7,1,10,0,7,1,0,87,0,1
14,2,2,2,14,8,0,75,0,8,5,3,7,3,23,4,2,0,2,12,12,2,0,0,8,7,1,2,1,7,7,0,2,0,7,1,0,31,3,7
14,2,1,2,12,8,0,96,0,8,23,3,71,0,6,12,2,0,2,8,8,0,18,0,8,7,1,1,1,7,7,0,25,0,7,7,3,18,3,7
12,2,2,0,8,8,0,81,0,8,6,0,61,0,1,8,2,0,2,8,8,0,69,0,8,7,1,2,2,3,7,0,29,0,7,7,3,45,1,6
8,0,15,0,8,8,0,86,2,12,1,0,66,0,1,8,2,3,2,8,8,0,90,0,8,3,2,0,2,3,7,0,30,0,7,6,1,50,2,2
8,0,72,0,8,12,2,29,2,14,1,0,73,3,5,8,2,3,2,8,8,0,93,0,8,3,2,4,2,3,7,0,26,0,7,2,2,15,0,1
8,0,93,0,8,14,2,4,2,14,5,3,7,3,23,8,2,0,0,0,8,0,38,2,14,3,2,1,1,7,7,0,30,0,7,1,0,9,0,1
8,0,78,1,8,14,2,2,2,4,23,3,53,0,6,0,0,16,0,0,14,2,24,1,14,7,1,0,1,7,7,0,31,0,7,1,0,62,3,7
8,1,56,0,40,4,2,5,2,12,6,0,49,0,1,0,0,96,0,0,14,1,8,2,14,7,1,3,1,7,7,0,26,0,7,7,3,18,3,7
40,0,4,3,44,12,2,0,0,8,1,0,60,0,1,0,0,128,0,0,14,2,1,3,14,7,1,2,2,3,7,0,31,0,7,7,3,18,3,7
44,3,14,2,44,8,0,21,3,8,1,0,46,3,21,0,0,108,3,0,14,3,8,2,14,3,2,0,3,3,7,0,30,3,7,7,3,68,3,1
44,2,82,0,8,8,3,39,0,8,21,3,16,1,7,0,3,68,0,0,14,2,23,2,14,3,3,16,2,3,7,3,6,1,55,1,3,105,0,1
8,0,12,0,8,8,0,52,0,8,7,1,28,0,6,0,0,36,0,0,14,2,6,2,12,3,2,47,2,1,55,1,45,0,7,1,0,54,0,1
8,0,75,0,8,8,0,69,0,8,6,0,16,0,1,0,0,84,0,0,12,2,6,0,4,1,2,6,2,1,7,0,3,0,7,1,0,60,0,1
8,0,56,2,42,8,0,84,0,8,1,0,49,1,7,0,0,112,1,5,4,0,10,2,12,1,2,5,2,3,7,0,16,0,55,1,0,93,0,1
42,2,10,2,42,8,0,93,0,8,7,1,22,1,7,5,1,46,1,5,12,2,34,2,12,3,2,2,2,3,55,0,33,0,55,1,0,78,0,1
42,2,45,2,46,8,0,82,2,12,7,1,4,1,7,5,1,4,3,7,12,2,8,0,8,3,2,0,1,7,55,0,46,3,55,1,0,63,3,7
46,2,17,2,14,12,2,44,2,12,7,1,1,1,7,7,3,12,2,6,8,0,15,0,8,7,1,2,1,7,55,3,38,3,55,7,3,17,3,7
14,2,0,2,14,12,2,8,0,8,7,1,3,1,3,6,2,40,2,6,8,0,78,0,8,7,1,1,1,7,55,3,35,0,7,7,3,20,3,7
14,2,0,2,12,8,0,27,0,8,3,1,2,1,3,6,2,9,2,4,8,0,93,0,8,7,1,0,2,3,7,0,15,0,7,7,3,65,0,1
12,2,3,0,12,8,0,69,0,8,3,1,0,0,1,4,2,0,2,4,8,0,81,0,8,3,2,0,2,3,7,0,19,0,7,1,0,54,0,1
12,0,14,2,12,8,0,90,0,8,1,0,9,0,1,4,2,2,0,1,8,0,93,0,8,3,2,4,0,3,7,0,20,0,55,1,0,66,0,1
12,2,38,2,12,8,0,35,2,14,1,0,75,0,1,1,0,12,0,0,8,0,66,2,12,3,0,4,1,7,55,0,33,2,55,1,0,90,0,1
12,2,8,0,8,14,2,23,2,14,1,0,93,0,1,0,0,66,2,11,12,2,42,2,12,7,1,16,1,7,55,2,31,2,55,1,0,54,3,7
8,0,21,0,8,14,2,6,2,14,1,0,81,0,1,11,2,5,1,15,12,2,23,0,40,7,1,4,2,3,55,2,50,1,55,7,3,18,3,7
8,0,69,3,8,14,2,1,2,14,1,0,93,0,1,15,1,0,0,11,40,0,41,3,40,3,2,0,0,3,55,1,55,2,63,7,3,18,3,7
8,3,51,0,8,14,2,2,3,14,1,0,93,3,1,11,0,3,3,15,40,3,36,2,14,3,0,14,3,3,63,2,48,3,39,7,3,62,3,1
8,0,41,0,8,14,3,16,2,12,1,3,51,0,1,15,3,0,1,15,14,2,36,2,12,3,3,26,1,7,39,3,56,2,47,1,3,87,0,1
8,0,66,0,8,12,2,42,2,12,1,0,13,0,1,15,1,8,3,7,12,2,6,0,8,7,1,18,0,3,47,2,9,1,7,1,0,51,0,1
8,0,90,0,8,12,2,13,0,8,1,0,78,0,1,7,3,2,1,15,8,0,12,0,8,3,0,12,0,3,7,1,3,3,15,1,0,78,0,1
8,0,81,0,8,8,0,18,0,8,1,0,50,1,3,15,1,24,1,5,8,0,71,2,12,3,0,44,1,7,15,3,6,3,7,1,0,75,0,1
8,0,90,0,8,8,0,84,0,8,3,1,44,3,5,5,1,12,1,5,12,2,46,2,12,7,1,22,1,7,7,3,27,3,7,1,0,93,0,1
8,0,93,0,8,8,0,81,0,8,5,3,38,3,21,5,1,4,1,5,12,2,6,0,4,7,1,2,1,7,7,3,26,1,7,1,0,51,3,7
8,0,78,0,8,8,0,93,0,8,21,3,101,0,1,5,1,1,2,7,4,0,16,2,12,7,1,1,1,7,7,1,23,1,7,7,3,18,3,7
8,0,88,0,10,8,0,85,0,40,1,0,54,0,1,7,2,3,2,2,12,2,40,2,12,7,1,2,0,3,7,1,4,0,7,7,3,21,3,7
10,0,34,2,14,40,0,30,0,40,1,0,66,0,1,2,2,0,1,5,12,2,6,0,8,3,0,12,0,3,7,0,6,0,7,7,3,55,0,1
14,2,23,2,14,40,0,21,2,42,1,0,90,0,1,5,1,0,1,5,8,0,24,0,8,3,0,44,0,3,7,0,51,2,3,1,0,60,0,1
14,2,4,2,14,42,2,4,2,42,1,0,93,0,1,5,1,2,1,5,8,0,75,0,8,3,0,62,0,3,3,2,34,0,7,1,0,66,0,1
14,2,0,2,14,42,2,48,2,42,1,0,56,3,5,5,1,3,2,2,8,0,81,2,8,3,0,20,3,19,7,0,7,0,7,1,0,90,0,1
14,2,1,2,14,42,2,32,2,14,5,3,21,2,7,2,2,3,2,2,8,2,69,0,8,19,3,14,2,51,7,0,25,2,7,1,0,48,2,7
14,2,2,2,14,14,2,0,2,12,7,2,20,0,6,2,2,3,2,2,8,0,30,0,8,51,2,66,0,3,7,2,18,3,15,7,2,24,3,7
14,2,2,2,12,12,2,2,2,12,6,0,0,1,7,2,2,3,1,5,8,0,75,0,8,3,0,3,1,7,15,3,56,3,47,7,3,3,3,7
12,2,0,0,8,12,2,0,2,4,7,1,1,3,23,5,1,2,1,5,8,0,55,2,14,7,1,13,2,55,47,3,5,0,7,7,3,24,3,7
8,0,21,0,8,4,2,1,0,8,23,3,55,1,7,5,1,2,2,7,14,2,24,2,14,55,2,54,0,23,7,0,18,0,7,7,3,80,0,1
8,0,81,0,8,8,0,9,0,8,7,1,23,3,5,7,2,0,2,3,14,2,4,2,14,23,0,23,0,23,7,0,20,0,7,1,0,54,0,1
8,0,81,0,8,8,0,75,0,8,5,3,39,0,1,3,2,1,2,7,14,2,1,0,14,23,0,26,1,55,7,0,9,3,15,1,0,63,0,1
8,0,93,0,8,8,0,93,0,8,1,0,54,0,1,7,2,0,0,5,14,0,10,2,12,55,1,32,0,55,15,3,32,0,63,1,0,90,0,1
8,0,90,0,8,8,0,59,2,12,1,0,69,0,1,5,0,10,1,5,12,2,24,2,14,55,0,47,1,23,63,0,32,2,15,1,0,47,3,7
8,0,49,2,14,12,2,48,2,12,1,0,93,0,1,5,1,38,1,5,14,2,4,2,12,23,1,29,1,55,15,2,0,2,15,7,3,18,3,7
14,2,24,2,14,12,2,12,2,12,1,0,70,1,7,5,1,8,2,7,12,2,0,2,12,55,1,55,1,19,15,2,48,2,47,7,3,24,3,7
14,2,4,2,14,12,2,5,0,8,7,1,22,1,7,7,2,1,2,7,12,2,0,2,12,19,1,54,1,19,47,2,32,0,15,7,3,59,0,1
14,2,1,2,14,8,0,12,0,8,7,1,5,1,7,7,2,0,2,7,12,2,0,0,8,19,1,48,0,19,15,0,0,0,15,1,0,72,0,1
14,2,1,1,12,8,0,75,0,8,7,1,1,1,3,7,2,1,1,5,8,0,21,1,8,19,0,13,2,1,15,0,0,0,15,1,0,69,0,1
12,1,0,2,14,8,0,90,1,8,3,1,2,1,3,5,1,0,1,15,8,1,54,0,8,1,2,57,1,1,15,0,56,1,47,1,0,78,1,1
14,2,0,1,14,8,1,69,0,8,3,1,2,1,3,15,1,2,1,5,8,0,33,1,8,1,1,15,2,1,47,1,56,0,47,1,1,55,3,7
14,1,1,2,12,8,0,12,1,8,3,1,0,1,1,5,1,0,1,7,8,1,63,2,8,1,2,42,1,17,47,0,48,1,47,7,3,3,1,7
12,2,1,2,14,8,1,66,2,8,1,1,0,2,1,7,1,1,2,7,8,2,15,0,8,17,1,0,2,1,47,1,56,2,47,7,1,44,2,1
14,2,1,2,12,8,2,3,0,8,1,2,0,0,1,7,2,1,2,7,8,0,24,0,8,1,2,48,1,17,47,2,56,3,47,1,2,12,0,1
12,2,2,2,12,8,0,15,0,8,1,0,24,0,1,7,2,0,2,7,8,0,72,0,8,17,1,3,2,1,47,3,48,3,47,1,0,15,0,1
12,2,4,0,8,8,0,84,0,8,1,0,72,0,1,7,2,0,2,7,8,0,87,0,8,1,2,40,2,1,47,3,16,1,15,1,0,69,0,1
8,0,15,0,8,8,0,90,0,8,1,0,90,0,1,7,2,0,1,5,8,0,90,0,8,1,2,0,2,1,15,1,0,1,15,1,0,56,3,7
8,0,72,0,8,8,0,78,0,8,1,0,75,0,1,5,1,1,0,13,8,0,75,0,8,1,2,2,2,3,15,1,0,1,15,7,3,17,3,7
8,0,96,0,8,8,0,60,3,10,1,0,93,0,1,13,0,12,1,5,8,0,93,0,8,3,2,0,2,3,15,1,0,1,7,7,3,19,3,7
8,0,78,0,8,10,3,20,2,14,1,0,88,3,5,5,1,7,1,15,8,0,73,0,10,3,2,2,2,7,7,1,0,1,7,7,3,56,0,1
8,0,93,0,8,14,2,15,2,14,5,3,34,3,5,15,1,2,2,7,10,0,30,2,14,7,2,2,2,7,7,1,0,1,7,1,0,63,0,1
8,0,56,3,12,14,2,7,3,10,5,3,50,0,4,7,2,1,2,7,14,2,24,3,14,7,2,0,2,7,7,1,0,1,7,1,0,66,0,1
12,3,46,2,12,10,3,8,3,14,4,0,53,3,1,7,2,3,3,7,14,3,4,2,14,7,2,1,3,7,7,1,2,3,3,1,0,90,3,1
12,2,28,2,12,14,3,75,2,0,1,3,42,0,1,7,3,0,1,15,14,2,21,2,14,7,3,5,2,7,3,3,8,0,3,1,3,46,3,7
12,2,4,0,8,0,2,92,0,8,1,0,36,0,1,15,1,19,2,7,14,2,4,2,14,7,2,19,2,7,3,0,24,0,3,7,3,35,0,1
8,0,12,0,8,8,0,15,0,8,1,0,81,0,1,7,2,6,2,7,14,2,2,2,12,7,2,4,3,7,3,0,42,1,3,1,0,80,0,1
8,0,84,0,8,8,0,72,0,8,1,0,71,3,5,7,2,1,1,5,12,2,2,2,12,7,3,3,0,15,3,1,48,0,3,1,0,78,0,1
8,0,81,0,8,8,0,90,0,8,5,3,29,1,7,5,1,0,1,5,12,2,0,0,8,15,0,9,1,7,3,0,22,1,3,1,0,78,0,1
8,0,90,0,8,8,0,81,2,12,7,1,29,3,5,5,1,2,1,5,8,0,18,0,8,7,1,12,1,7,3,1,40,1,3,1,0,53,3,7
8,0,64,2,14,12,2,20,2,14,5,3,23,0,1,5,1,2,2,7,8,0,63,0,8,7,1,8,1,5,3,1,42,3,19,7,3,17,3,7
14,2,22,2,14,14,2,8,2,14,1,0,51,0,1,7,2,1,2,7,8,0,99,0,8,5,1,0,1,7,19,3,53,1,1,7,3,29,1,6
14,2,7,2,14,14,2,4,2,4,1,0,84,0,1,7,2,0,2,7,8,0,62,2,12,7,1,1,1,7,1,1,60,1,1,6,1,48,3,7
14,2,2,2,14,4,2,1,2,12,1,0,63,1,7,7,2,0,1,5,12,2,44,2,12,7,1,0,1,7,1,1,12,3,1,7,3,24,0,1
14,2,1,2,12,12,2,2,0,8,7,1,23,1,7,5,1,2,1,5,12,2,30,2,44,7,1,2,2,2,1,3,18,0,9,1,0,48,0,1
12,2,2,2,12,8,0,12,0,8,7,1,2,1,7,5,1,4,1,5,44,2,32,0,8,2,2,9,2,2,9,0,34,0,9,1,0,81,0,1
12,2,3,0,8,8,0,75,0,8,7,1,3,1,2,5,1,0,2,7,8,0,12,0,8,2,2,2,1,7,9,0,44,0,9,1,0,81,0,1
8,0,12,0,8,8,0,93,0,8,2,1,0,1,2,7,2,1,2,7,8,0,75,0,8,7,1,0,1,7,9,0,60,0,9,1,0,49,3,7
8,0,75,0,8,8,0,59,0,12,2,1,3,0,3,7,2,1,0,7,8,0,90,0,8,7,1,0,0,3,9,0,73,0,1,7,3,18,0,7
8,0,93,0,8,12,0,60,2,12,3,0,15,0,1,7,0,12,1,5,8,0,45,2,14,3,0,21,3,2,1,0,90,3,1,7,0,15,1,6
8,0,81,1,8,12,2,6,2,44,1,0,75,0,1,5,1,34,2,7,14,2,23,1,14,2,3,29,1,7,1,3,51,0,1,6,1,18,3,7
8,1,69,0,8,44,2,44,1,44,1,0,78,1,3,7,2,4,1,7,14,1,5,2,14,7,1,14,1,3,1,0,30,1,1,7,3,10,1,6
8,0,37,0,8,44,1,42,0,8,3,1,44,1,3,7,1,3,0,7,14,2,3,2,14,3,1,8,0,3,1,1,51,3,1,6,1,44,2,2
8,0,32,2,46,8,0,15,2,12,3,1,8,1,3,7,0,3,0,7,14,2,1,2,14,3,0,8,0,3,1,3,21,3,0,2,2,18,2,2
46,2,34,2,46,12,2,0,2,44,3,1,0,0,1,7,0,25,0,7,14,2,3,2,14,3,0,56,0,3,0,3,69,2,8,2,2,0,1,3
46,2,56,2,42,44,2,56,0,40,1,0,12,0,1,7,0,4,3,55,14,2,1,2,14,3,0,64,0,3,8,2,57,0,9,3,1,2,3,7
42,2,31,2,14,40,0,0,0,8,1,0,75,0,1,55,3,35,3,55,14,2,2,2,12,3,0,10,0,19,9,0,4,0,9,7,3,19,1,3
14,2,0,2,14,8,0,53,2,14,1,0,90,0,1,55,3,43,0,7,12,2,2,0,8,19,0,4,0,19,9,0,48,0,9,3,1,55,0,1
14,2,0,2,12,14,2,22,2,14,1,0,81,0,1,7,0,19,2,7,8,0,12,0,8,19,0,6,0,19,9,0,60,0,9,1,0,3,0,1
12,2,3,0,4,14,2,3,2,14,1,0,90,0,1,7,2,17,2,7,8,0,75,0,8,19,0,4,0,19,9,0,99,0,0,1,0,87,0,1
4,0,18,0,4,14,2,1,2,14,1,0,93,0,1,7,2,1,1,5,8,0,78,0,8,19,0,4,0,19,0,0,104,3,0,1,0,78,1,3
4,0,59,2,12,14,2,0,2,14,1,0,36,1,7,5,1,0,2,7,8,0,93,0,8,19,0,4,0,19,0,3,68,0,0,3,1,36,3,7
12,2,46,2,12,14,2,2,2,12,7,1,24,1,7,7,2,5,1,5,8,0,93,0,8,19,0,4,0,19,0,0,48,0,0,7,3,10,2,2
12,2,10,2,12,12,2,2,0,8,7,1,3,1,7,5,1,4,1,15,8,0,78,0,8,19,0,6,0,19,0,0,76,3,0,2,2,63,2,2
12,2,2,2,12,8,0,21,0,8,7,1,1,1,7,15,1,1,1,5,8,0,93,0,8,19,0,6,0,19,0,3,64,0,0,2,2,11,0,1
12,2,0,0,8,8,0,81,0,8,7,1,2,1,3,5,1,0,2,7,8,0,93,0,8,19,0,4,0,19,0,0,48,3,0,1,0,12,0,1
8,0,12,0,8,8,0,81,0,8,3,1,2,1,3,7,2,1,2,7,8,0,47,2,14,19,0,6,0,19,0,3,32,3,0,1,0,61,3,7
8,0,78,0,8,8,0,80,2,12,3,1,3,0,1,7,2,1,2,7,14,2,23,2,14,19,0,4,0,19,0,3,120,3,0,7,3,19,3,7
8,0,90,0,8,12,2,46,2,12,1,0,21,0,1,7,2,2,1,5,14,2,4,2,14,19,0,6,0,19,0,3,94,2,8,7,3,22,3,7
8,0,90,0,8,12,2,6,2,12,1,0,66,0,1,5,1,2,1,5,14,2,0,2,14,19,0,4,0,19,8,2,67,0,9,7,3,66,0,1
8,0,81,0,8,12,2,0,0,8,1,0,93,0,1,5,1,2,1,5,14,2,2,2,14,19,0,4,0,19,9,0,10,0,9,1,0,63,0,1
8,0,93,0,8,8,0,15,0,8,1,0,93,0,1,5,1,1,2,7,14,2,2,2,14,19,0,4,0,19,9,0,48,0,9,1,0,60,0,1
8,0,90,0,8,8,0,75,0,8,1,0,81,0,1,7,2,0,2,7,14,2,0,2,12,19,0,6,0,19,9,0,80,3,1,1,0,81,0,1
8,0,62,2,14,8,0,93,0,8,1,0,39,1,7,7,2,0,2,7,12,2,2,0,8,19,0,6,0,19,1,3,76,0,0,1,0,91,1,3
14,2,24,2,14,8,0,90,0,8,7,1,24,1,7,7,2,2,1,5,8,0,21,0,8,19,0,4,0,19,0,0,22,3,1,3,1,28,3,7
14,2,4,2,14,8,0,78,0,8,7,1,4,1,7,5,1,0,1,5,8,0,69,0,8,19,0,6,0,19,1,3,35,0,0,7,3,0,3,7
14,2,1,2,6,8,0,72,2,14,7,1,2,1,7,5,1,2,1,5,8,0,93,0,8,19,0,4,0,19,0,0,41,3,1,7,3,42,1,3
6,2,3,2,12,14,2,25,2,14,7,1,1,1,7,5,1,0,2,7,8,0,90,0,8,19,0,4,0,19,1,3,39,3,1,3,1,71,0,1
12,2,2,2,12,14,2,6,2,14,7,1,0,1,3,7,2,2,2,7,8,0,81,0,8,19,0,6,0,19,1,3,76,0,9,1,0,6,0,1
12,2,3,2,8,14,2,2,2,14,3,1,2,1,3,7,2,0,2,7,8,0,30,2,42,19,0,6,0,19,9,0,38,0,9,1,0,81,0,1
8,2,0,0,8,14,2,2,2,12,3,1,0,2,1,7,2,0,2,5,42,2,11,1,46,19,0,4,2,19,9,0,44,2,9,1,0,81,2,3
8,0,21,0,8,12,2,2,0,8,1,2,3,0,1,5,2,0,1,5,46,1,46,1,46,19,2,4,0,19,9,2,48,3,1,3,2,39,3,7
8,0,69,0,8,8,0,18,0,8,1,0,21,0,1,5,1,1,2,3,46,1,8,0,10,19,0,36,0,19,1,3,12,3,1,7,3,1,3,7
8,0,93,0,8,8,0,60,0,8,1,0,87,0,1,3,2,2,2,3,10,0,24,2,42,19,0,20,0,51,1,3,78,3,1,7,3,47,0,1
8,0,93,0,8,8,0,96,0,8,1,0,78,0,1,3,2,0,2,3,42,2,32,1,46,51,0,33,3,55,1,3,75,0,9,1,0,60,0,1
8,0,78,0,8,8,0,93,0,8,1,0,77,1,3,3,2,2,2,11,46,1,44,1,42,55,3,38,3,63,9,0,36,0,9,1,0,69,0,1
8,0,40,2,14,8,0,72,3,10,3,1,46,1,3,11,2,0,2,14,42,1,20,2,14,63,3,47,1,7,9,0,46,0,9,1,0,90,0,1
14,2,23,2,14,10,3,14,2,42,3,1,6,0,1,14,2,1,2,6,14,2,33,0,47,7,1,42,0,3,9,0,60,0,9,1,0,50,3,7
14,2,7,2,14,42,2,92,2,42,1,0,21,0,1,6,2,0,2,6,47,0,50,1,46,3,0,4,0,3,9,0,80,3,1,7,3,18,3,7
14,2,2,2,14,42,2,40,0,8,1,0,81,0,1,6,2,0,2,6,46,1,12,2,14,3,0,58,0,3,1,3,51,3,1,7,3,25,3,7
14,2,2,2,14,8,0,12,0,8,1,0,81,0,1,6,2,1,2,14,14,2,0,1,15,3,0,23,2,27,1,3,60,3,1,7,3,60,0,1
14,2,2,2,14,8,0,56,2,14,1,0,90,0,1,14,2,0,2,12,15,1,56,1,46,27,2,29,2,27,1,3,80,0,9,1,0,60,0,1
14,2,2,2,12,14,2,23,2,14,1,0,74,1,7,12,2,2,2,12,46,1,0,2,15,27,2,52,1,31,9,0,42,0,9,1,0,78,0,1
12,2,0,0,8,14,2,3,2,14,7,1,22,1,7,12,2,1,2,8,15,2,0,2,15,31,1,48,1,31,9,0,46,0,9,1,0,78,0,1
8,0,9,0,8,14,2,0,2,4,7,1,6,1,7,8,2,0,2,8,15,2,48,2,15,31,1,56,0,31,9,0,62,0,9,1,0,65,3,7
8,0,75,0,8,4,2,1,2,12,7,1,2,1,3,8,2,3,2,8,15,2,1,0,10,31,0,16,2,11,9,0,69,3,1,7,3,18,3,7
8,0,93,0,8,12,2,0,2,12,3,1,2,1,3,8,2,0,2,8,10,0,7,2,14,11,2,38,3,63,1,3,51,3,1,7,3,20,3,7
8,0,81,0,8,12,2,2,0,8,3,1,4,1,3,8,2,1,0,0,14,2,21,2,14,63,3,57,3,27,1,3,66,3,1,7,3,66,0,1
8,0,93,0,8,8,0,12,0,8,3,1,0,0,1,0,0,20,0,0,14,2,4,2,14,27,3,16,0,15,1,3,67,0,9,1,0,54,0,1
8,0,93,0,8,8,0,72,0,8,1,0,12,0,1,0,0,96,0,0,14,2,1,2,14,15,0,26,3,10,9,0,40,0,9,1,0,63,0,1
8,0,78,0,8,8,0,96,0,8,1,0,75,0,1,0,0,124,0,0,14,2,1,2,14,10,3,12,0,11,9,0,52,0,9,1,0,90,0,1
8,0,89,0,10,8,0,78,0,8,1,0,78,0,1,0,0,124,0,0,14,2,0,2,14,11,0,24,3,10,9,0,52,0,9,1,0,71,3,7
10,0,26,2,14,8,0,96,0,8,1,0,96,0,1,0,0,104,0,0,14,2,0,2,12,10,3,30,1,10,9,0,84,3,1,7,3,18,3,7
14,2,25,2,14,8,0,93,0,8,1,0,93,0,1,0,0,124,0,0,12,2,2,2,12,10,1,32,3,2,1,3,51,3,1,7,3,19,3,7
14,2,27,2,46,8,0,78,0,8,1,0,60,1,7,0,0,71,1,5,12,2,3,0,8,2,3,22,2,0,1,3,54,3,1,7,3,68,1,3
46,2,2,2,14,8,0,90,0,8,7,1,22,1,7,5,1,22,0,13,8,0,21,0,8,0,2,88,2,0,1,3,89,0,9,3,1,75,0,1
14,2,1,2,14,8,0,45,2,14,7,1,5,1,7,13,0,5,1,15,8,0,75,0,8,0,2,44,1,0,9,0,40,0,9,1,0,6,0,1
14,2,2,2,12,14,2,22,2,14,7,1,0,1,7,15,1,32,3,63,8,0,81,0,8,0,1,4,1,0,9,0,44,0,9,1,0,87,0,1
12,2,2,2,12,14,2,6,2,14,7,1,1,0,6,63,3,52,0,39,8,0,93,0,8,0,1,4,1,0,9,0,62,0,9,1,0,78,0,1
12,2,0,0,8,14,2,0,2,14,6,0,12,1,3,39,0,27,2,7,8,0,96,0,8,0,1,0,1,0,9,0,78,3,1,1,0,65,3,7
8,0,21,0,8,14,2,2,2,14,3,1,33,1,7,7,2,17,2,7,8,0,78,0,8,0,1,0,1,0,1,3,51,3,1,7,3,18,3,7
8,0,66,0,8,14,2,2,2,12,7,1,11,1,3,7,2,47,0,47,8,0,93,0,8,0,1,0,1,0,1,3,66,3,1,7,3,29,1,6
