state,action,reward,sprime,aprime,state,action,reward,sprime,aprime,state,action,reward,sprime,aprime,state,action,reward,sprime,aprime,state,action,reward,sprime,aprime,state,action,reward,sprime,aprime,state,action,reward,sprime,aprime,state,action,reward,sprime,aprime
14,2,6,2,46,14,2,24,2,14,23,3,81,3,5,11,2,3,2,15,8,0,93,0,8,14,2,22,2,14,1,0,93,0,1,6,1,1,1,7
46,2,51,2,46,14,2,4,2,14,5,3,90,0,1,15,2,0,2,14,8,0,53,2,14,14,2,9,2,14,1,0,90,0,1,7,1,0,1,7
46,2,25,2,14,14,2,1,2,14,1,0,54,0,1,14,2,1,2,14,14,2,22,2,14,14,2,5,0,12,1,0,81,0,1,7,1,2,2,2
14,2,0,2,14,14,2,2,2,14,1,0,63,0,1,14,2,2,2,6,14,2,7,2,6,12,0,6,0,12,1,0,90,0,1,2,2,1,1,3
14,2,1,2,14,14,2,0,2,12,1,0,84,3,5,6,2,0,2,14,6,2,3,2,14,12,0,50,0,12,1,0,81,0,1,3,1,6,2,2
14,2,2,2,12,12,2,3,0,8,5,3,36,3,5,14,2,1,2,12,14,2,2,2,14,12,0,60,0,12,1,0,90,0,1,2,2,0,2,2
12,2,0,2,12,8,0,21,2,8,5,3,42,2,5,12,2,2,2,12,14,2,2,2,12,12,0,50,2,12,1,0,31,2,7,2,2,0,2,6
12,2,3,0,8,8,2,51,0,8,5,2,65,0,1,12,2,0,2,8,12,2,2,0,8,12,2,40,2,14,7,2,22,1,7,6,2,0,1,7
8,0,18,0,8,8,0,36,0,8,1,0,1,0,1,8,2,0,2,8,8,0,12,0,8,14,2,1,2,14,7,1,8,1,7,7,1,1,1,7
8,0,66,0,8,8,0,87,0,8,1,0,73,1,3,8,2,3,2,8,8,0,75,0,8,14,2,0,2,14,7,1,0,1,7,7,1,2,1,7
8,0,93,0,8,8,0,81,0,8,3,1,38,1,19,8,2,3,2,8,8,0,93,0,8,14,2,2,0,12,7,1,2,1,7,7,1,0,2,2
8,0,96,0,8,8,0,90,0,8,19,1,47,3,21,8,2,0,0,0,8,0,78,0,8,12,0,12,0,12,7,1,2,1,7,2,2,9,2,2
8,0,78,0,8,8,0,93,0,8,21,3,36,3,5,0,0,16,0,0,8,0,93,0,8,12,0,42,0,12,7,1,1,1,3,2,2,3,1,7
8,0,93,0,8,8,0,78,0,8,5,3,84,0,1,0,0,100,0,0,8,0,58,2,14,12,0,64,0,12,3,1,2,1,3,7,1,0,1,7
8,0,93,0,8,8,0,84,3,10,1,0,51,0,1,0,0,128,0,0,14,2,22,2,14,12,0,44,2,14,3,1,2,1,3,7,1,2,2,2
8,0,78,0,8,10,3,16,2,14,1,0,66,0,1,0,0,104,0,0,14,2,8,2,14,14,2,27,0,62,3,1,3,0,1,2,2,3,2,2
8,0,53,2,14,14,2,19,2,14,1,0,93,0,1,0,0,124,0,0,14,2,2,2,14,62,0,44,2,46,1,0,12,0,1,2,2,3,1,3
14,2,21,2,14,14,2,5,2,12,1,0,72,3,5,0,0,119,2,1,14,2,1,2,14,46,2,36,2,46,1,0,72,0,1,3,1,1,1,7
14,2,10,2,14,12,2,8,0,8,5,3,24,1,7,1,2,66,2,1,14,2,2,2,14,46,2,46,2,46,1,0,93,0,1,7,1,0,1,3
14,2,3,2,14,8,0,9,0,8,7,1,19,3,5,1,2,13,2,3,14,2,2,2,12,46,2,54,2,44,1,0,81,0,1,3,1,3,2,2
14,2,0,2,12,8,0,91,2,4,5,3,17,0,1,3,2,1,2,2,12,2,0,0,8,44,2,55,0,40,1,0,86,1,7,2,2,0,2,2
12,2,4,2,12,4,2,63,2,4,1,0,51,0,1,2,2,3,2,6,8,0,21,0,8,40,0,7,2,8,7,1,24,1,7,2,2,3,2,2
12,2,4,0,8,4,2,9,2,12,1,0,84,0,1,6,2,0,2,6,8,0,66,0,8,8,2,45,2,8,7,1,3,1,7,2,2,0,1,7
8,0,12,0,8,12,2,0,2,12,1,0,75,0,1,6,2,2,2,6,8,0,93,0,8,8,2,9,2,8,7,1,0,3,6,7,1,2,1,7
8,0,69,0,8,12,2,0,0,8,1,0,36,3,23,6,2,3,2,4,8,0,93,0,8,8,2,3,2,8,6,3,25,2,2,7,1,1,1,3
8,0,96,0,8,8,0,15,0,8,23,3,30,1,7,4,2,0,2,4,8,0,81,0,8,8,2,3,0,0,2,2,57,2,2,3,1,0,1,3
8,0,81,0,8,8,0,84,0,8,7,1,17,1,7,4,2,1,2,8,8,0,90,0,8,0,0,24,0,0,2,2,12,1,3,3,1,3,2,2
8,0,93,0,8,8,0,81,0,8,7,1,5,1,7,8,2,3,2,8,8,0,93,0,8,0,0,84,0,0,3,1,6,1,3,2,2,4,0,0
8,0,66,0,10,8,0,93,0,8,7,1,1,1,7,8,2,0,2,8,8,0,74,0,10,0,0,128,0,0,3,1,0,1,3,0,0,36,0,0
10,0,15,2,46,8,0,62,3,10,7,1,2,1,3,8,2,3,2,8,10,0,49,2,14,0,0,108,0,0,3,1,3,0,0,0,0,88,2,2
46,2,43,3,47,10,3,17,2,46,3,1,3,0,0,8,2,0,0,0,14,2,16,1,46,0,0,128,0,0,0,0,20,0,0,2,2,58,1,6
47,3,61,2,46,46,2,73,2,42,0,0,16,0,0,0,0,24,0,0,46,1,44,1,46,0,0,97,2,8,0,0,76,1,3,6,1,8,1,6
46,2,45,2,14,42,2,51,2,14,0,0,104,0,0,0,0,92,0,0,46,1,17,2,14,8,2,44,0,12,3,1,48,1,3,6,1,1,1,7
14,2,5,2,14,14,2,2,2,14,0,0,85,1,3,0,0,124,0,0,14,2,32,3,47,12,0,32,0,12,3,1,12,1,3,7,1,2,1,3
14,2,1,2,14,14,2,1,2,14,3,1,46,1,3,0,0,120,2,4,47,3,52,1,46,12,0,56,0,12,3,1,5,0,1,3,1,4,1,3
14,2,0,2,14,14,2,3,2,4,3,1,8,1,3,4,2,61,2,6,46,1,21,2,14,12,0,48,0,12,1,0,15,0,1,3,1,3,0,1
14,2,0,2,12,4,2,2,2,12,3,1,0,1,3,6,2,16,2,6,14,2,6,2,14,12,0,60,0,12,1,0,60,0,1,1,0,12,0,1
12,2,2,0,8,12,2,3,0,8,3,1,3,0,1,6,2,3,2,12,14,2,0,2,14,12,0,17,0,45,1,0,93,0,1,1,0,72,0,1
8,0,15,0,8,8,0,18,0,8,1,0,21,0,1,12,2,4,2,12,14,2,1,2,14,45,0,48,3,47,1,0,93,0,1,1,0,93,0,1
8,0,72,0,8,8,0,69,0,8,1,0,84,0,1,12,2,3,2,8,14,2,1,2,14,47,3,56,3,47,1,0,81,0,1,1,0,81,0,1
8,0,96,0,8,8,0,93,0,8,1,0,78,0,1,8,2,3,2,8,14,2,0,2,12,47,3,36,2,13,1,0,93,0,1,1,0,93,0,1
8,0,78,0,8,8,0,96,0,8,1,0,90,0,1,8,2,0,2,8,12,2,0,2,12,13,2,32,0,12,1,0,93,0,1,1,0,90,0,1
8,0,84,2,12,8,0,56,2,12,1,0,93,0,1,8,2,3,2,8,12,2,2,0,8,12,0,6,0,12,1,0,81,0,1,1,0,81,0,1
12,2,48,2,12,12,2,50,2,12,1,0,78,0,1,8,2,0,0,0,8,0,12,0,8,12,0,41,2,14,1,0,64,1,7,1,0,90,0,1
12,2,4,0,8,12,2,7,0,8,1,0,93,0,1,0,0,12,0,0,8,0,72,0,8,14,2,13,3,15,7,1,24,1,7,1,0,40,1,7
8,0,24,0,8,8,0,9,0,8,1,0,66,1,7,0,0,100,0,0,8,0,96,0,8,15,3,4,2,14,7,1,4,1,7,7,1,22,1,7
8,0,84,0,8,8,0,75,0,8,7,1,22,1,7,0,0,110,2,4,8,0,58,2,12,14,2,22,3,10,7,1,2,1,7,7,1,6,1,7
8,0,78,0,8,8,0,93,0,8,7,1,5,1,7,4,2,57,2,12,12,2,2,2,44,10,3,15,3,10,7,1,0,1,3,7,1,2,1,7
8,0,90,0,8,8,0,78,0,8,7,1,1,1,7,12,2,18,2,12,44,2,51,3,40,10,3,80,2,8,3,1,4,1,3,7,1,1,1,7
8,0,35,2,14,8,0,56,2,14,7,1,1,1,3,12,2,6,2,12,40,3,60,3,40,8,2,75,2,8,3,1,0,1,3,7,1,0,1,3
14,2,25,2,14,14,2,24,2,14,3,1,2,1,3,12,2,3,2,8,40,3,75,0,8,8,2,6,2,8,3,1,3,0,1,3,1,2,1,3
14,2,4,2,14,14,2,4,2,14,3,1,2,0,1,8,2,3,2,8,8,0,64,0,8,8,2,3,2,8,1,0,15,0,1,3,1,0,0,1
14,2,1,2,14,14,2,1,2,12,1,0,15,0,1,8,2,3,2,8,8,0,39,0,8,8,2,3,2,8,1,0,75,0,1,1,0,18,0,1
14,2,3,2,12,12,2,1,2,12,1,0,72,0,1,8,2,0,2,8,8,0,102,0,8,8,2,3,0,0,1,0,93,0,1,1,0,81,0,1
12,2,2,2,12,12,2,0,2,12,1,0,93,0,1,8,2,3,0,0,8,0,75,3,40,0,0,20,0,0,1,0,81,0,1,1,0,81,0,1
12,2,2,0,8,12,2,2,0,8,1,0,81,0,1,0,0,16,0,0,40,3,5,1,42,0,0,112,0,0,1,0,93,0,1,1,0,93,0,1
8,0,21,0,8,8,0,18,0,8,1,0,93,0,1,0,0,96,0,0,42,1,64,0,8,0,0,108,0,0,1,0,47,1,7,1,0,93,0,1
8,0,84,0,8,8,0,69,0,8,1,0,62,3,5,0,0,124,0,0,8,0,6,0,8,0,0,124,0,0,7,1,23,1,7,1,0,48,1,7
8,0,78,0,8,8,0,93,0,8,5,3,10,3,23,0,0,108,0,0,8,0,81,0,8,0,0,107,0,12,7,1,6,1,7,7,1,27,1,7
8,0,93,0,8,8,0,93,0,8,23,3,69,1,7,0,0,124,0,0,8,0,46,1,42,12,0,54,0,12,7,1,1,1,7,7,1,24,2,23
8,0,93,0,8,8,0,78,0,8,7,1,46,3,5,0,0,114,3,5,42,1,4,1,42,12,0,52,2,13,7,1,2,1,7,23,2,10,1,7
8,0,42,2,42,8,0,71,3,10,5,3,46,0,1,5,3,27,3,13,42,1,45,1,46,13,2,17,2,45,7,1,1,1,3,7,1,1,1,7
42,2,26,2,46,10,3,17,2,14,1,0,48,0,1,13,3,35,3,5,46,1,56,3,47,45,2,48,3,47,3,1,2,1,3,7,1,1,1,7
46,2,48,2,46,14,2,15,2,14,1,0,75,0,1,5,3,119,0,0,47,3,42,1,13,47,3,52,2,14,3,1,0,1,3,7,1,1,1,7
46,2,26,2,14,14,2,4,2,14,1,0,88,3,5,0,0,84,0,0,13,1,16,1,13,14,2,29,0,12,3,1,0,0,1,7,1,1,1,3
14,2,2,2,14,14,2,3,2,12,5,3,33,1,7,0,0,64,0,0,13,1,4,3,13,12,0,0,2,8,1,0,12,0,1,3,1,2,1,3
14,2,2,2,14,12,2,2,2,12,7,1,52,0,0,0,0,136,0,0,13,3,4,3,7,8,2,40,3,10,1,0,75,0,1,3,1,1,0,1
14,2,2,2,12,12,2,2,2,4,0,0,11,0,1,0,0,67,3,13,7,3,38,0,4,10,3,8,3,10,1,0,93,0,1,1,0,18,0,1
12,2,0,0,8,4,2,4,2,0,1,0,78,1,7,13,3,18,3,13,4,0,54,0,0,10,3,61,2,8,1,0,78,0,1,1,0,66,0,1
8,0,15,0,8,0,2,4,0,8,7,1,22,1,7,13,3,43,2,12,0,0,54,0,4,8,2,78,2,8,1,0,96,0,1,1,0,93,0,1
8,0,69,0,8,8,0,21,0,8,7,1,2,1,7,12,2,66,0,0,4,0,50,3,7,8,2,12,2,8,1,0,90,0,1,1,0,96,0,1
8,0,90,0,8,8,0,63,0,8,7,1,0,1,3,0,0,12,0,0,7,3,11,3,47,8,2,0,2,8,1,0,78,0,1,1,0,78,0,1
8,0,93,0,8,8,0,96,0,8,3,1,0,1,2,0,0,107,2,1,47,3,17,3,7,8,2,0,0,0,1,0,93,0,1,1,0,93,0,1
8,0,78,0,8,8,0,93,0,8,2,1,3,1,3,1,2,23,2,15,7,3,68,0,4,0,0,16,0,0,1,0,31,1,7,1,0,93,0,1
8,0,93,0,8,8,0,81,0,8,3,1,0,0,1,15,2,1,2,11,4,0,51,0,0,0,0,96,0,0,7,1,22,1,7,1,0,78,0,1
8,0,93,0,8,8,0,86,2,12,1,0,12,0,1,11,2,1,2,14,0,0,66,0,4,0,0,128,0,0,7,1,9,2,23,1,0,67,1,7
8,0,78,0,8,12,2,46,2,12,1,0,75,0,1,14,2,1,2,14,4,0,66,3,7,0,0,104,2,4,23,2,10,1,7,7,1,24,1,7
8,0,75,0,10,12,2,6,0,8,1,0,96,0,1,14,2,0,2,14,7,3,14,2,15,4,2,65,0,12,7,1,1,1,7,7,1,4,1,7
10,0,52,2,14,8,0,15,0,8,1,0,81,0,1,14,2,0,2,6,15,2,13,2,6,12,0,22,0,12,7,1,0,1,7,7,1,2,1,7
14,2,23,2,14,8,0,87,0,8,1,0,93,0,1,6,2,1,2,12,6,2,8,2,12,12,0,48,0,12,7,1,1,1,7,7,1,1,1,7
14,2,4,2,14,8,0,30,2,14,1,0,90,0,1,12,2,0,2,12,12,2,1,2,12,12,0,60,0,12,7,1,2,1,3,7,1,0,1,3
14,2,0,2,14,14,2,24,2,14,1,0,78,0,1,12,2,0,2,12,12,2,4,2,12,12,0,36,2,14,3,1,2,1,3,3,1,2,1,3
14,2,1,2,14,14,2,3,2,14,1,0,89,3,5,12,2,3,2,8,12,2,6,0,8,14,2,22,2,14,3,1,3,0,1,3,1,2,0,1
14,2,0,2,14,14,2,0,2,14,5,3,31,1,7,8,2,0,2,8,8,0,12,0,8,14,2,4,2,14,1,0,12,0,1,1,0,12,0,1
14,2,1,2,12,14,2,1,2,14,7,1,36,0,4,8,2,0,2,8,8,0,46,2,14,14,2,2,0,12,1,0,75,0,1,1,0,72,0,1
12,2,2,2,12,14,2,2,2,12,4,0,14,0,1,8,2,3,2,8,14,2,24,2,14,12,0,8,0,12,1,0,93,0,1,1,0,96,0,1
12,2,2,0,8,12,2,0,2,12,1,0,52,3,5,8,2,4,0,0,14,2,4,2,14,12,0,38,2,14,1,0,81,0,1,1,0,81,0,1
8,0,15,0,8,12,2,1,0,8,5,3,23,1,7,0,0,20,0,0,14,2,1,2,14,14,2,35,2,14,1,0,88,1,5,1,0,93,0,1
8,0,75,0,8,8,0,9,0,8,7,1,28,1,7,0,0,96,0,0,14,2,1,2,6,14,2,3,3,10,5,1,23,1,7,1,0,93,0,1
8,0,93,0,8,8,0,78,0,8,7,1,4,1,3,0,0,124,0,0,6,2,0,2,14,10,3,10,0,12,7,1,3,1,7,1,0,12,2,21
8,0,81,0,8,8,0,93,0,8,3,1,2,1,3,0,0,108,0,0,14,2,1,2,12,12,0,53,2,8,7,1,0,3,6,21,2,16,2,23
8,0,93,0,8,8,0,78,0,8,3,1,2,0,1,0,0,124,0,0,12,2,2,0,8,8,2,39,2,8,6,3,24,2,2,23,2,52,2,31
8,0,90,0,8,8,0,93,0,8,1,0,20,0,0,0,0,115,2,1,8,0,15,0,8,8,2,0,2,8,2,2,57,2,2,31,2,48,2,31
8,0,32,2,14,8,0,66,2,14,0,0,96,0,0,1,2,66,2,1,8,0,78,0,8,8,2,0,2,8,2,2,12,1,3,31,2,56,2,31
14,2,23,2,14,14,2,22,2,14,0,0,75,1,3,1,2,18,2,1,8,0,90,0,8,8,2,0,0,0,3,1,6,1,3,31,2,56,3,31
14,2,4,2,14,14,2,5,2,14,3,1,50,1,3,1,2,2,2,2,8,0,78,0,8,0,0,28,0,0,3,1,0,1,3,31,3,48,3,31
14,2,0,2,14,14,2,1,2,14,3,1,12,1,3,2,2,3,2,2,8,0,93,0,8,0,0,80,2,8,3,1,0,2,2,31,3,32,1,14
14,2,2,2,12,14,2,0,2,4,3,1,4,1,3,2,2,0,2,6,8,0,93,0,8,8,2,78,2,8,2,2,0,0,0,14,1,33,0,10
12,2,2,2,12,4,2,2,2,12,3,1,3,0,1,6,2,2,2,6,8,0,78,0,8,8,2,12,2,8,0,0,20,2,2,10,0,2,0,10
12,2,2,2,12,12,2,2,2,12,1,0,15,0,1,6,2,2,2,6,8,0,90,0,8,8,2,0,2,8,2,2,60,2,2,10,0,54,1,14
12,2,2,0,8,12,2,0,0,8,1,0,84,0,1,6,2,3,2,4,8,0,89,0,10,8,2,4,0,0,2,2,3,1,3,14,1,0,1,15
8,0,21,0,8,8,0,18,0,8,1,0,78,0,1,4,2,0,2,4,10,0,35,2,14,0,0,28,0,0,3,1,4,1,3,15,1,40,1,31
8,0,66,0,8,8,0,81,0,8,1,0,90,0,1,4,2,3,2,8,14,2,23,2,14,0,0,88,0,0,3,1,2,1,3,31,1,8,1,15
8,0,93,0,8,8,0,78,0,8,1,0,84,3,5,8,2,0,2,8,14,2,4,2,14,0,0,124,0,0,3,1,5,2,2,15,1,0,1,15
8,0,93,0,8,8,0,93,0,8,5,3,18,1,7,8,2,3,2,8,14,2,0,2,14,0,0,124,0,0,2,2,12,0,0,15,1,0,1,7
8,0,78,0,8,8,0,93,0,8,7,1,9,1,7,8,2,0,2,8,14,2,1,2,14,0,0,104,0,0,0,0,25,2,2,7,1,1,1,7
8,0,90,0,8,8,0,78,0,8,7,1,5,1,3,8,2,0,0,0,14,2,2,2,14,0,0,98,2,4,2,2,60,2,2,7,1,1,1,7
8,0,93,0,8,8,0,93,0,8,3,1,6,1,3,0,0,16,0,0,14,2,2,2,12,4,2,48,2,6,2,2,9,1,3,7,1,1,1,7
8,0,78,0,8,8,0,93,0,8,3,1,5,1,2,0,0,100,0,0,12,2,0,0,8,6,2,5,2,14,3,1,0,1,3,7,1,0,1,7
8,0,53,2,14,8,0,39,2,14,2,1,4,0,0,0,0,124,0,0,8,0,21,0,8,14,2,1,2,14,3,1,4,1,3,7,1,0,1,3
14,2,24,2,14,14,2,24,2,14,0,0,11,0,1,0,0,124,0,0,8,0,66,0,8,14,2,3,0,12,3,1,2,2,2,3,1,2,1,3
14,2,4,2,14,14,2,3,2,14,1,0,75,0,1,0,0,104,0,0,8,0,93,0,8,12,0,10,2,8,2,2,2,0,1,3,1,1,0,1
14,2,1,2,14,14,2,2,0,6,1,0,93,0,1,0,0,89,2,6,8,0,93,2,8,8,2,45,2,8,1,0,12,2,2,1,0,12,0,1
14,2,1,2,12,6,0,6,2,6,1,0,61,2,3,6,2,32,2,15,8,2,66,0,8,8,2,9,2,8,2,2,57,2,2,1,0,72,2,1
12,2,1,2,12,6,2,19,2,14,3,2,48,1,3,15,2,3,2,14,8,0,42,0,8,8,2,3,2,8,2,2,6,1,3,1,2,72,0,1
12,2,2,2,12,14,2,4,2,12,3,1,11,1,3,14,2,2,2,14,8,0,59,2,14,8,2,0,2,8,3,1,0,1,3,1,0,21,0,1
12,2,0,0,8,12,2,0,2,12,3,1,2,1,3,14,2,2,2,12,14,2,21,2,14,8,2,0,2,8,3,1,4,1,3,1,0,87,0,1
8,0,12,0,8,12,2,0,2,12,3,1,6,1,3,12,2,3,2,8,14,2,4,2,14,8,2,4,0,0,3,1,6,2,2,1,0,86,1,3
8,0,75,0,8,12,2,3,0,8,3,1,3,0,1,8,2,0,1,10,14,2,0,2,14,0,0,20,0,0,2,2,0,0,1,3,1,42,1,3
8,0,78,0,8,8,0,21,0,8,1,0,9,0,1,10,1,6,1,10,14,2,2,2,14,0,0,108,0,0,1,0,31,0,0,3,1,10,0,1
8,0,93,0,8,8,0,81,0,8,1,0,78,0,1,10,1,0,1,10,14,2,2,2,12,0,0,108,0,0,0,0,63,1,3,1,0,21,0,1
8,0,93,0,8,8,0,81,0,8,1,0,93,0,1,10,1,0,2,8,12,2,0,0,8,0,0,124,0,0,3,1,40,1,3,1,0,72,0,1
8,0,43,2,14,8,0,90,0,8,1,0,78,0,1,8,2,0,2,12,8,0,12,0,8,0,0,124,0,0,3,1,10,1,3,1,0,90,0,1
14,2,24,1,14,8,0,77,2,12,1,0,90,0,1,12,2,0,2,8,8,0,72,1,8,0,0,63,2,13,3,1,2,0,1,1,0,90,0,1
14,1,7,2,14,12,2,27,1,14,1,0,80,1,7,8,2,0,1,10,8,1,69,0,8,13,2,17,1,15,1,0,12,1,1,1,0,44,1,7
14,2,1,2,14,14,1,7,2,14,7,1,22,1,7,10,1,2,1,10,8,0,43,0,8,15,1,0,3,15,1,1,42,0,1,7,1,24,1,7
14,2,3,2,14,14,2,2,2,14,7,1,4,1,7,10,1,0,1,10,8,0,58,2,12,15,3,0,3,15,1,0,27,0,1,7,1,4,1,7
14,2,3,2,14,14,2,1,2,14,7,1,1,0,6,10,1,0,2,8,12,2,42,2,12,15,3,22,2,13,1,0,72,0,1,7,1,2,1,7
14,2,3,2,14,14,2,3,2,4,6,0,12,1,3,8,2,4,2,12,12,2,12,2,12,13,2,55,2,8,1,0,96,0,1,7,1,2,1,3
14,2,1,2,14,4,2,4,2,12,3,1,35,1,7,12,2,2,2,8,12,2,0,0,8,8,2,24,2,8,1,0,93,0,1,3,1,0,1,3
14,2,3,2,12,12,2,2,2,12,7,1,4,1,3,8,2,0,1,10,8,0,6,0,8,8,2,0,2,8,1,0,81,0,1,3,1,2,0,1
12,2,3,0,8,12,2,3,0,8,3,1,2,1,3,10,1,4,1,10,8,0,78,0,8,8,2,0,2,8,1,0,93,0,1,1,0,21,0,1
8,0,21,0,8,8,0,12,0,8,3,1,2,0,1,10,1,0,1,10,8,0,87,0,8,8,2,0,0,0,1,0,93,0,1,1,0,66,0,1
8,0,78,0,8,8,0,75,0,8,1,0,12,0,1,10,1,2,2,8,8,0,78,0,8,0,0,20,0,0,1,0,41,1,7,1,0,93,0,1
8,0,81,0,8,8,0,93,0,8,1,0,72,0,1,8,2,2,2,12,8,0,93,0,8,0,0,75,2,4,7,1,24,1,7,1,0,93,0,1
8,0,93,0,8,8,0,78,0,8,1,0,93,0,1,12,2,0,2,8,8,0,70,2,14,4,2,55,2,6,7,1,4,3,6,1,0,78,0,1
8,0,93,0,8,8,0,93,0,8,1,0,81,0,1,8,2,2,1,10,14,2,22,2,14,6,2,10,2,14,6,3,15,3,6,1,0,50,1,7
8,0,78,0,8,8,0,93,0,8,1,0,88,3,5,10,1,2,1,10,14,2,6,2,14,14,2,1,2,14,6,3,73,2,2,7,1,23,1,7
8,0,93,0,8,8,0,78,0,8,5,3,22,1,7,10,1,0,1,10,14,2,1,2,14,14,2,3,0,12,2,2,49,0,1,7,1,3,1,7
8,0,90,0,8,8,0,79,3,10,7,1,30,0,6,10,1,0,2,8,14,2,2,2,12,12,0,18,2,8,1,0,12,0,1,7,1,0,1,7
8,0,36,2,14,10,3,32,3,10,6,0,9,1,3,8,2,2,2,12,12,2,2,2,12,8,2,51,2,8,1,0,86,1,3,7,1,1,1,7
14,2,23,2,14,10,3,61,2,2,3,1,28,1,7,12,2,0,2,8,12,2,2,0,8,8,2,12,2,8,3,1,43,1,7,7,1,1,1,3
14,2,3,2,14,2,2,74,0,8,7,1,1,1,7,8,2,3,1,10,8,0,15,0,8,8,2,3,2,8,7,1,13,2,2,3,1,0,1,3
14,2,0,2,14,8,0,11,0,8,7,1,0,1,3,10,1,0,1,10,8,0,75,0,8,8,2,0,2,8,2,2,4,1,3,3,1,2,0,1
14,2,1,2,14,8,0,72,0,8,3,1,3,1,2,10,1,2,1,10,8,0,90,0,8,8,2,0,2,8,3,1,4,2,2,1,0,12,0,1
14,2,2,2,12,8,0,86,3,10,2,1,0,0,1,10,1,2,2,8,8,0,78,0,8,8,2,1,0,0,2,2,3,1,3,1,0,75,0,1
12,2,2,2,12,10,3,16,2,14,1,0,18,0,1,8,2,0,2,12,8,0,93,0,8,0,0,20,0,0,3,1,0,2,2,1,0,93,0,1
12,2,1,0,8,14,2,36,0,6,1,0,75,0,1,12,2,1,2,8,8,0,67,0,10,0,0,96,0,0,2,2,0,1,3,1,0,81,0,1
8,0,21,0,8,6,0,18,0,8,1,0,84,0,1,8,2,2,1,10,10,0,14,1,46,0,0,124,0,0,3,1,5,2,2,1,0,93,0,1
8,0,66,0,8,8,0,67,2,12,1,0,82,1,3,10,1,2,1,10,46,1,39,3,47,0,0,108,0,0,2,2,3,1,3,1,0,93,0,1
8,0,93,0,8,12,2,22,2,14,3,1,48,1,3,10,1,2,1,10,47,3,56,3,47,0,0,124,0,0,3,1,2,2,2,1,0,78,0,1
8,0,93,0,8,14,2,1,2,14,3,1,6,1,3,10,1,3,2,8,47,3,24,2,15,0,0,108,2,13,2,2,3,2,2,1,0,93,0,1
8,0,81,0,8,14,2,1,2,4,3,1,0,0,1,8,2,2,2,12,15,2,26,0,10,13,2,22,2,13,2,2,3,1,3,1,0,57,1,7
8,0,79,0,10,4,2,0,2,4,1,0,12,0,1,12,2,4,2,8,10,0,1,2,14,13,2,2,3,15,3,1,1,1,7,7,1,22,1,7
10,0,26,2,14,4,2,2,0,8,1,0,75,0,1,8,2,0,1,10,14,2,19,2,14,15,3,15,3,10,7,1,2,1,3,7,1,5,1,7
14,2,23,2,14,8,0,21,0,8,1,0,90,0,1,10,1,0,1,10,14,2,5,2,14,10,3,72,2,2,3,1,0,2,2,7,1,1,1,7
14,2,3,2,14,8,0,66,0,8,1,0,93,0,1,10,1,2,1,10,14,2,0,2,14,2,2,93,2,8,2,2,2,1,3,7,1,1,1,7
14,2,0,2,14,8,0,96,0,8,1,0,76,1,3,10,1,3,2,8,14,2,0,2,14,8,2,15,2,8,3,1,3,2,2,7,1,1,1,3
14,2,1,2,14,8,0,66,2,12,3,1,25,1,7,8,2,0,2,12,14,2,1,2,12,8,2,0,0,0,2,2,3,1,3,3,1,2,1,3
14,2,2,2,12,12,2,10,2,44,7,1,3,1,7,12,2,0,2,8,12,2,0,2,12,0,0,24,0,0,3,1,3,2,2,3,1,3,0,1
12,2,0,2,12,44,2,52,0,40,7,1,2,1,3,8,2,2,1,10,12,2,2,2,12,0,0,100,2,4,2,2,3,2,2,1,0,21,0,1
12,2,0,2,12,40,0,3,0,8,3,1,4,1,3,10,1,2,1,10,12,2,0,0,8,4,2,55,2,6,2,2,3,1,3,1,0,81,0,1
12,2,3,0,8,8,0,60,3,10,3,1,2,0,1,10,1,0,1,10,8,0,12,0,8,6,2,14,2,6,3,1,0,1,3,1,0,81,0,1
8,0,15,0,8,10,3,29,2,14,1,0,12,0,1,10,1,3,2,8,8,0,75,0,8,6,2,0,2,14,3,1,2,2,2,1,0,93,0,1
8,0,75,0,8,14,2,42,2,2,1,0,75,0,1,8,2,0,2,12,8,0,93,0,8,14,2,2,0,12,2,2,3,2,2,1,0,53,0,17
8,0,90,0,8,2,2,9,0,8,1,0,81,0,1,12,2,3,2,8,8,0,78,0,8,12,0,15,2,8,2,2,13,1,3,17,0,27,0,17
8,0,81,0,8,8,0,18,0,8,1,0,93,0,1,8,2,0,2,8,8,0,93,0,8,8,2,50,0,12,3,1,2,1,3,17,0,37,0,17
8,0,93,0,8,8,0,60,2,12,1,0,38,1,19,8,2,2,1,10,8,0,93,0,8,12,0,21,2,8,3,1,0,1,3,17,0,17,0,21
8,0,93,0,8,12,2,33,2,14,19,1,26,3,23,10,1,3,2,8,8,0,78,0,8,8,2,57,2,8,3,1,4,0,0,21,0,4,0,21
8,0,78,0,8,14,2,2,2,14,23,3,64,3,21,8,2,3,2,8,8,0,93,0,8,8,2,6,2,8,0,0,19,0,1,21,0,6,0,21
8,0,90,0,8,14,2,3,2,4,21,3,96,0,1,8,2,3,2,12,8,0,43,2,14,8,2,0,2,8,1,0,66,0,1,21,0,4,0,21
8,0,50,2,14,4,2,2,2,12,1,0,57,0,1,12,2,2,2,4,14,2,22,2,14,8,2,0,2,8,1,0,82,1,3,21,0,6,0,21
14,2,22,2,14,12,2,2,0,8,1,0,72,0,1,4,2,3,2,4,14,2,5,2,14,8,2,0,2,8,3,1,50,1,3,21,0,4,0,21
