state,action,reward,sprime,aprime
97,4,0.000000,5,49
49,5,0.000000,5,65
65,5,0.000000,5,65
65,5,0.000000,3,97
97,3,0.000000,3,97
97,3,0.000000,8,97
97,8,0.000000,0,57
57,0,0.000000,0,49
49,0,0.000000,4,113
113,4,0.000000,6,1
1,6,0.000000,6,1
1,6,0.000000,3,65
65,3,0.000000,0,81
81,0,0.000000,0,81
81,0,0.000000,3,49
49,3,0.000000,1,9
9,1,0.000000,9,1
1,9,0.000000,0,56
56,0,0.000000,5,32
32,5,0.000000,5,32
32,5,0.000000,0,0
0,0,0.000000,5,96
96,5,0.000000,5,96
96,5,0.000000,9,0
0,9,0.000000,9,97
97,9,0.000000,1,96
96,1,1.000000,1,96
96,1,0.000000,6,104
104,6,1.000000,2,40
40,2,1.000000,2,32
32,2,1.000000,5,80
80,5,2.000000,9,16
16,9,0.000000,7,25
25,7,0.000000,9,97
97,9,0.000000,1,104
104,1,0.000000,6,128
128,6,0.000000,6,128
128,6,1.000000,0,40
40,0,0.000000,6,80
80,6,0.000000,6,80
80,6,0.000000,6,0
0,6,0.000000,0,80
80,0,0.000000,0,80
80,0,1.000000,9,80
80,9,1.000000,1,1
1,1,1.000000,1,1
1,1,2.000000,4,9
9,4,3.000000,7,33
33,7,2.000000,7,33
33,7,1.000000,9,65
65,9,0.000000,3,128
128,3,0.000000,3,128
128,3,0.000000,3,128
128,3,0.000000,5,48
48,5,0.000000,5,48
48,5,0.000000,1,48
48,1,0.000000,7,96
96,7,0.000000,7,96
96,7,0.000000,1,32
32,1,0.000000,8,128
128,8,0.000000,8,128
128,8,0.000000,9,32
32,9,0.000000,8,121
121,8,0.000000,0,113
