state,action,reward,sprime,aprime
55,2,31,2,55
55,2,50,1,55
55,1,55,2,63
63,2,48,3,39
39,3,56,2,47
47,2,9,1,7
7,1,3,3,15
15,3,6,3,7
7,3,27,3,7
7,3,26,1,7
7,1,23,1,7
7,1,4,0,7
7,0,6,0,7
7,0,51,2,3
3,2,34,0,7
7,0,7,0,7
7,0,25,2,7
7,2,18,3,15
15,3,56,3,47
47,3,5,0,7
7,0,18,0,7
7,0,20,0,7
7,0,9,3,15
15,3,32,0,63
63,0,32,2,15
15,2,0,2,15
15,2,48,2,47
47,2,32,0,15
15,0,0,0,15
15,0,0,0,15
15,0,56,1,47
47,1,56,0,47
47,0,48,1,47
47,1,56,2,47
47,2,56,3,47
47,3,48,3,47
47,3,16,1,15
15,1,0,1,15
15,1,0,1,15
15,1,0,1,7
7,1,0,1,7
7,1,0,1,7
7,1,0,1,7
7,1,2,3,3
3,3,8,0,3
3,0,24,0,3
3,0,42,1,3
3,1,48,0,3
3,0,22,1,3
3,1,40,1,3
3,1,42,3,19
19,3,53,1,1
1,1,60,1,1
1,1,12,3,1
1,3,18,0,9
9,0,34,0,9
9,0,44,0,9
9,0,60,0,9
9,0,73,0,1
1,0,90,3,1
1,3,51,0,1
1,0,30,1,1
1,1,51,3,1
1,3,21,3,0
0,3,69,2,8
8,2,57,0,9
9,0,4,0,9
9,0,48,0,9
9,0,60,0,9
9,0,99,0,0
0,0,104,3,0
0,3,68,0,0
0,0,48,0,0
0,0,76,3,0
0,3,64,0,0
0,0,48,3,0
0,3,32,3,0
0,3,120,3,0
0,3,94,2,8
8,2,67,0,9
9,0,10,0,9
9,0,48,0,9
9,0,80,3,1
1,3,76,0,0
0,0,22,3,1
1,3,35,0,0
0,0,41,3,1
1,3,39,3,1
1,3,76,0,9
9,0,38,0,9
9,0,44,2,9
9,2,48,3,1
1,3,12,3,1
1,3,78,3,1
1,3,75,0,9
9,0,36,0,9
9,0,46,0,9
9,0,60,0,9
9,0,80,3,1
1,3,51,3,1
1,3,60,3,1
1,3,80,0,9
9,0,42,0,9
9,0,46,0,9
9,0,62,0,9
9,0,69,3,1
1,3,51,3,1
1,3,66,3,1
1,3,67,0,9
9,0,40,0,9
9,0,52,0,9
9,0,52,0,9
9,0,84,3,1
1,3,51,3,1
1,3,54,3,1
1,3,89,0,9
9,0,40,0,9
9,0,44,0,9
9,0,62,0,9
9,0,78,3,1
1,3,51,3,1
1,3,66,3,1
1,3,80,0,9
9,0,38,0,9
9,0,50,0,9
9,0,58,3,1
1,3,51,3,1
1,3,72,1,1
1,1,48,0,9
9,0,2,0,9
9,0,56,0,9
9,0,52,0,9
9,0,88,3,1
1,3,51,3,1
1,3,60,3,1
1,3,87,0,9
9,0,38,0,9
9,0,44,0,9
9,0,60,0,9
9,0,93,3,1
1,3,54,3,1
1,3,63,3,1
1,3,89,0,9
9,0,40,0,9
9,0,44,0,9
9,0,71,3,1
1,3,54,1,1
1,1,45,2,1
1,2,8,0,9
9,0,2,0,9
9,0,67,3,1
1,3,57,3,1
1,3,54,3,1
1,3,84,0,9
9,0,42,0,9
9,0,48,0,9
9,0,60,0,9
9,0,65,3,1
1,3,66,3,1
1,3,57,3,1
1,3,72,0,9
9,0,40,0,9
9,0,52,0,9
9,0,52,2,9
9,2,63,3,1
1,3,12,3,1
1,3,78,3,1
1,3,83,0,9
9,0,32,0,9
9,0,44,0,9
9,0,58,0,9
9,0,84,3,1
1,3,54,3,1
1,3,63,3,1
1,3,80,0,9
9,0,36,0,9
9,0,48,0,9
9,0,75,3,1
1,3,60,3,1
1,3,28,3,16
16,3,144,3,0
0,3,120,3,0
0,3,125,2,8
8,2,73,0,9
9,0,3,1,15
15,1,13,0,9
9,0,18,0,9
9,0,44,0,9
9,0,64,0,9
9,0,64,0,9
9,0,56,0,9
9,0,67,2,1
1,2,72,2,1
1,2,9,2,1
1,2,3,2,1
1,2,0,2,1
1,2,3,2,1
1,2,0,0,3
3,0,12,0,3
3,0,25,1,7
7,1,8,3,55
55,3,52,0,23
23,0,26,1,3
3,1,18,3,19
19,3,54,3,19
19,3,56,0,3
3,0,36,0,3
3,0,32,3,3
3,3,36,0,3
3,0,22,3,3
3,3,32,3,3
3,3,46,3,3
3,3,62,3,3
3,3,90,2,1
1,2,75,1,1
1,1,15,0,3
3,0,7,0,1
1,0,81,0,1
1,0,102,0,1
1,0,59,0,3
3,0,62,0,3
3,0,28,1,19
19,1,6,0,19
19,0,36,0,19
19,0,8,2,19
19,2,2,2,19
19,2,44,2,19
19,2,56,1,23
23,1,48,1,23
23,1,56,2,23
23,2,6,0,3
3,0,3,3,7
7,3,37,3,23
23,3,43,2,7
7,2,46,0,3
3,0,6,0,3
3,0,26,2,7
7,2,0,2,55
55,2,56,2,55
55,2,48,0,55
55,0,50,0,55
55,0,27,0,55
55,0,23,0,55
55,0,27,2,55
55,2,30,2,55
55,2,48,3,47
47,3,56,3,47
47,3,4,1,15
15,1,6,0,7
7,0,2,0,7
7,0,22,1,15
15,1,0,1,15
15,1,37,0,47
47,0,18,2,39
39,2,29,3,55
